token	lemma	semantic_tags
Irak	Irak	Z2 Z3c
Iran	Iran	Z2 Z3c
Iran	Iran	Z2/S2mf Z2/Q3
Iraq	Iraq	Z2 Z3c
Iraq	Iraq	Z2/S2mf
Ireland	Ireland	Z2 Z1mf
Ireland	Ireland	Z2/S2mf Z2/Q3
Ironsides	Ironsides	Z1mf Z2
Irving	Irving	Z1mf Z3c
Isaac	Isaac	Z1m
Isabella	Isabella	Z1f
Isaiah	Isaiah	Z1m
Iskandariah	Iskandariah	Z1f Z2
Islam	Islam	S9
Islamabad	Islamabad	Z2
Isn	Isn	T1.3
Isnin	Isnin	T1.3
Israel	Israel	Z2
Israel	Israel	Z2/S2mf
Istanbul	Istanbul	Z2
Itali	Itali	Z2
Itali	Itali	Z2/S2mf Z2/Q3 F1
Italia	Italia	Z2
Italy	Italy	Z2
Ithaca	Ithaca	Z2
Ives	Ives	Z1mf
Izmir	Izmir	Z2
J	J	Z5
Jackson	Jackson	Z1mf
Jacob	Jacob	Z1m
Jacobs	Jacobs	Z3c Z1mf
Jagger	Jagger	Z1mf
Jakarta	Jakarta	Z2
Jamaica	Jamaica	Z2
Jamaica	Jamaica	Z2/S2mf
Jamaika	Jamaika	Z2
James	James	Z1m
Jan	Jan	T1.3
Jan.	Jan.	T1.3
Januari	Januari	T1.3
Java	Java	Z2
Jay	Jay	Z1mf
Jenny	Jenny	Z1f
Jepun	Jepun	Z2/S2mfnc
Jerman	Jerman	Z1mf
Jerman	Jerman	Z2
Jerman	Jerman	Z2/Q3
Jerman	Jerman	Z2/S2mf Z2/Q3
Jersey	Jersey	Z2
Jerusalem	Jerusalem	Z2 Z3
Jesus	Jesus	Z1m Z1m/S9 Z4
Jibouti	Jibouti	Z2
Jibrail	Jibrail	Z1mf
Joel	Joel	Z1m
Johannesburg	Johannesburg	Z2
John	John	B4/H5 B4/H1
John	John	G2.2-
John	John	Z1m S9/O1.2
Johnson	Johnson	Z1mf
Jonah	Jonah	Z1m
Jones	Jones	Z1mf
Jordan	Jordan	Z2 Z1mf
Jordan	Jordan	Z2/S2mf
Joseph	Joseph	Z1m
Joshua	Joshua	Z1m
Joyce	Joyce	Z1mf
Judas	Judas	Z1 G2.2-/S2mf
Judas	Judas	Z1mf
Jude	Jude	Z1mf
Judith	Judith	Z1f
Jugoslavija	Jugoslavija	Z2 Z3c
Julian	Julian	Z1m
Jum	Jum	T1.3
Jumaat	Jumaat	T1.3
Jupiter	Jupiter	Z1/W1 S9/T1.1.1@
K2	K2	Z3c
KGB	KGB	Z3c
Kalahari	Kalahari	Z2
Kalimantan	Kalimantan	Z2
Kamerun	Kamerun	Z2
Kampala	Kampala	Z2
Kampuchea	Kampuchea	Z2
Kampuchea	Kampuchea	Z2/S2mf
Kanaan	Kanaan	Z2
Kanada	Kanada	Z2
Kantonis	Kantonis	Z2
Karachi	Karachi	Z2
Kashmir	Kashmir	Z2
Kashmir	Kashmir	Z2/S2mf
Kathmandu	Kathmandu	Z2
Katmandu	Katmandu	Z2
Kawasaki	Kawasaki	Z2
Kazak	Kazak	Z2
Kazakh	Kazakh	Z2
Kazakhstan	Kazakhstan	Z2
Kazakstan	Kazakstan	Z2
Keats	Keats	Z1mf
Keble	Keble	Z3c Z1mf
Kelly	Kelly	Z1mf
Kelt	Kelt	Z2/S2mf
Kendall	Kendall	Z1mf
Kennedy	Kennedy	Z1mf
Kent	Kent	Z2 Z1mf
Kentucky	Kentucky	Z2
Kenya	Kenya	Z2
Keynes	Keynes	Z1mf
Khamis	Khamis	T1.3
Khrushchev	Khrushchev	Z1
Kibris	Kibris	Z2
Kiev	Kiev	Z2 Z3c
Kilroy	Kilroy	Z1mf Z3c
Kimberley	Kimberley	Z1f Z2
Kingmaker	Kingmaker	Z2 Z1mf
Kingston	Kingston	Z2 Z1mf
Kipling	Kipling	Z1mf
Kirghiz	Kirghiz	Z2
Kirghizia	Kirghizia	Z2
Kirghizstan	Kirghizstan	Z2
Kirgiz	Kirgiz	Z2
Kirgizia	Kirgizia	Z2
Kirgizstan	Kirgizstan	Z2
Kiribati	Kiribati	Z2
Kitchener	Kitchener	Z1mf
Klein	Klein	Z1mf
Knossos	Knossos	Z2
Knox	Knox	Z1mf
Kobe	Kobe	Z2
Kobenhavn	Kobenhavn	Z2
Kolkata	Kolkata	Z2
Koln	Koln	Z2
Konfusianisme	Konfusianisme	X2.1
Kongfuze	Kongfuze	Z1m
Kopenhagen	Kopenhagen	Z2
Korea	Korea	Z2
Korea	Korea	Z2/S2mf Z2/Q3
Kosciusko	Kosciusko	Z2
Kosciuszko	Kosciuszko	Z2
Koweit	Koweit	Z2
Krishna	Krishna	Z1m
Krismas	Krismas	S9/T1.3
Kristian	Kristian	Z1mf
Kristianiti	Kristianiti	S9
Kriti	Kriti	Z2
Kuangchou	Kuangchou	Z2
Kubti	Kubti	X7+
Kurdish	Kurdish	Z2
Kuwait	Kuwait	Z2
Kuwait	Kuwait	Z2/S2mf
Kwangchow	Kwangchow	Z2
Kwangtung	Kwangtung	Z2
Kyrgyzstan	Kyrgyzstan	Z2
Kyushu	Kyushu	Z2
Kyyiv	Kyyiv	Z2 Z3c
Labrador	Labrador	Z2
Lagos	Lagos	Z2
Lahore	Lahore	Z2
Lakeland	Lakeland	Z3c Z2
Lancashire	Lancashire	Z2 Z1mf
Lancaster	Lancaster	Z2 Z1mf Z3mfnc
Langley	Langley	Z1mf Z2
Lao	Lao	Z2/S2mf
Lapland	Lapland	Z2
Lappland	Lappland	Z2
Latin	Latin	Z2/Q3 Z2/S2mf
Latium	Latium	Z3
Latvia	Latvia	Z2
Laurel	Laurel	Z1mf
Laurens	Laurens	Z3c
Laurentius	Laurentius	Z1mf
Lawrence	Lawrence	Z1mf
Lazarus	Lazarus	Z1m
Lazio	Lazio	Z3
Lear	Lear	Z1m Z3
Lebanon	Lebanon	Z2
Lee	Lee	Z1mf
Leeds	Leeds	Z2 Z3c
Leicester	Leicester	Z2 Z3c
Leigh	Leigh	Z2 Z1mf
Lenin	Lenin	Z1m
Leningrad	Leningrad	Z2 Z3c
Leninisme	Leninisme	G1.2/X2.1
Lennon	Lennon	Z1mf
Leo	Leo	Z1m S9/S2mf S9
Leon	Leon	Z1m
Leonardo	Leonardo	Z1m
Lesotho	Lesotho	Z2
Levant	Levant	Z1m
Levi	Levi	Z1m S9/O1.2
Levite	Levite	Z1m S9/O1.2
Leviticus	Leviticus	S9/Q4.1
Lewi	Lewi	Z1m S9/O1.2
Lewis	Lewis	Z1m
Liberia	Liberia	Z2
Liberia	Liberia	Z2/S2mf
Libia	Libia	Z2
Libra	Libra	S9 S9/S2mf
Libya	Libya	Z2
Libya	Libya	Z2/S2mf
Liechtenstein	Liechtenstein	Z2
Lietuva	Lietuva	Z2
Lille	Lille	Z2 Z1f
Limerick	Limerick	Z2 Z3c
Lincoln	Lincoln	Z2 Z1mf
Lind	Lind	Z1mf
Linux	Linux	Y2
Lisboa	Lisboa	Z2
Lisbon	Lisbon	Z2
Lithuania	Lithuania	Z2
Liverpool	Liverpool	Z2 Z3c
Livingstone	Livingstone	Z1mf Z2
Lloyd	Lloyd	Z1m
Loire	Loire	Z2
London	London	Z2
London	London	Z2/S2mf
Lorraine	Lorraine	Z1f Z2
Lothringen	Lothringen	Z1f Z2
Louis	Louis	Z1m
Louisiana	Louisiana	Z2
Lovell	Lovell	Z1mf
Lubnan	Lubnan	Z2
Lubnan	Lubnan	Z2/S2mf
Lucas	Lucas	Z3c Z1mf
Luke	Luke	Z1m S9/Q1.2
Luksembourg	Luksembourg	Z2
Luxemborg	Luxemborg	Z2
Luxembourg	Luxembourg	Z2
Luxembourg-Ville	Luxembourg-Ville	Z2
Luxemburg	Luxemburg	Z2
Luxemburg	Luxemburg	Z2/S2mf
Luxor	Luxor	Z2
Lydia	Lydia	Z1f Z2
Lyon	Lyon	Z1mf Z2
Lyons	Lyons	Z1mf Z2
M	M	Z5 G1.1/S2
MPEG	MPEG	C1/Y2
Mac	Mac	T1.3
Macao	Macao	Z2
Macau	Macau	Z2
Macbeth	Macbeth	Z1mf Z1/K4
Macedon	Macedon	Z2
Macedonia	Macedonia	Z2
Machiavelli	Machiavelli	Z1mf
Mackenzie	Mackenzie	Z1 Z3
Macleod	Macleod	Z1
Madagascar	Madagascar	Z2
Madagaskar	Madagaskar	Z2
Madison	Madison	Z1 Z3c
Madonna	Madonna	Z1f
Madrid	Madrid	Z2
Maghreb	Maghreb	Z2
Maghribi	Maghribi	Z2
Magyarorszag	Magyarorszag	Z2 Z3c
Mahgrib	Mahgrib	Z2
Mahler	Mahler	Z1mf
Mahomet	Mahomet	Z1m
Mahound	Mahound	Z1m
Maine	Maine	Z2 Z3c
Maitland	Maitland	Z1
Majusi	Majusi	S9
Makau	Makau	Z2
Makedonija	Makedonija	Z2
Malaga	Malaga	Z2
Malawi	Malawi	Z2
Malaya	Malaya	Z2 Z3c
Malaysia	Malaysia	Z2 Z3c
Malaysia	Malaysia	Z2/S2mf
Maldiv	Maldiv	Z2
Maldives	Maldives	Z2
Mali	Mali	Z2
Mallorca	Mallorca	Z2
Malta	Malta	Z2 Z3c
Malta	Malta	Z2/S2mf
Manchester	Manchester	Z2 Z3c
Mandela	Mandela	Z1mf
Manhattan	Manhattan	Z2 F2
Mann	Mann	Z1mf
Mansfield	Mansfield	Z2 Z1mf
Mao	Mao	Z1m
Marconi	Marconi	Z3c Z1mf
Maret	Maret	T1.3
Marikh	Marikh	Z3c Z1/W1 S9/T1.1.1@
Marks	Marks	Z3c Z1mf
Marley	Marley	Z3c Z1mf
Maroc	Maroc	Z2
Marquis	Marquis	Z3c
Marrakech	Marrakech	Z2
Marrakesh	Marrakesh	Z2
Marruecos	Marruecos	Z2
Marseille	Marseille	Z2 Z3c
Marseilles	Marseilles	Z2 Z3c
Marsh	Marsh	Z2 Z1mf
Marshall	Marshall	Z1mf
Martial	Martial	Z1m
Martin	Martin	Z1mf
Martinique	Martinique	Z2
Marx	Marx	Z1mf
Marxis	Marxis	G1.2/S2mf
Mary	Mary	Z1f
Maryam	Maryam	Z1f
Maryland	Maryland	Z2 Z3c
Mashona	Mashona	Z2/S2mf Z1
Masihi	Masihi	S9
Massachusetts	Massachusetts	Z2 Z3c
Matthew	Matthew	Z1m S9/O1.2
Mauritania	Mauritania	Z2
Mauritania	Mauritania	Z2/S2mf
Mauritanie	Mauritanie	Z2
Mauritius	Mauritius	Z2
Mauritius	Mauritius	Z2/S2mf
Maxis	Maxis	N5.1+ N3.2+++
Maxwell	Maxwell	Z1mf
Mayer	Mayer	Z1mf
Mead	Mead	Z3c
Medellin	Medellin	Z2
Mediterranean	Mediterranean	Z2
Mei	Mei	A7+
Mei	Mei	T1.3
Mekah	Mekah	Z2 M7/A11.1+ Z3
Meksiko	Meksiko	Z2 Z3c
Melayu	Melayu	Z3c
Melbourne	Melbourne	Z2 Z3c
Melissa	Melissa	Z1f
Memphis	Memphis	Z2
Mercer	Mercer	Z3c
Merlin	Merlin	Z1m/S9
Merton	Merton	Z2 Z1mf Z3c
Mesir	Mesir	Z2
Mesir	Mesir	Z2/S2mf
Mesopotamia	Mesopotamia	Z2
Messiah	Messiah	S9/S2mf
Mexico	Mexico	Z2 Z3c
Mexico	Mexico	Z2/S2mf
Miami	Miami	Z2 Z3c
Miao	Miao	Z2/S2mf
Michael	Michael	Z1m
Michelangelo	Michelangelo	Z1m Z3c
Michigan	Michigan	Z2
Micronesia	Micronesia	Z3c
Middleton	Middleton	Z1mf Z2
Midland	Midland	Z3c
Midwest	Midwest	Z2
Mikail	Mikail	Z1m
Milan	Milan	Z2
Milano	Milano	Z2
Miller	Miller	Z1mf
Millet	Millet	Z3c
Mills	Mills	Z1mf
Milne	Milne	Z1mf
Milton	Milton	Z1mf Z2
Milwaukee	Milwaukee	Z2
Mindanao	Mindanao	Z2
Minneapolis	Minneapolis	Z2
Minnesota	Minnesota	Z2
Miri	Miri	Z2
Mississippi	Mississippi	Z2
Mitchell	Mitchell	Z1mf
Mitterrand	Mitterrand	Z1mf
Mocambique	Mocambique	Z2 G3%
Modigliani	Modigliani	Z1mf
Mogadiscio	Mogadiscio	Z2
Mogadishu	Mogadishu	Z2
Mohammad	Mohammad	Z1m
Mohammed	Mohammed	Z1m
Moldavia	Moldavia	Z2 Z1mf
Moldova	Moldova	Z2 Z1mf
Monaco	Monaco	Z2
Monet	Monet	Z1mf
Mongol	Mongol	Z2/S2mf
Mongolia	Mongolia	Z2/S2mf
Monk	Monk	Z1mf
Monroe	Monroe	Z1mf Z3
Monrovia	Monrovia	Z2
Montana	Montana	Z2
Montessori	Montessori	Z1mf Z3c
Montgomery	Montgomery	Z1mf
Montreal	Montreal	Z2
Montserrat	Montserrat	Z2
Moore	Moore	Z1mf
More	More	Z3c
Morgan	Morgan	Z1mf
Morley	Morley	Z1mf Z2
Morocco	Morocco	Z2
Morocco	Morocco	Z2/S2mf
Morris	Morris	Z1mf
Morrison	Morrison	Z1mf
Mortimer	Mortimer	Z1mf
Morton	Morton	Z1mf
Moscow	Moscow	Z2
Moselle	Moselle	Z2 F2
Moses	Moses	Z1m
Motherwell	Motherwell	Z2 Z3c
Motown	Motown	Z2
Mozambik	Mozambik	Z2 G3%
Mozambique	Mozambique	Z2 G3%
Mozambique	Mozambique	Z2/S2mf
Mozart	Mozart	Z1mf
Mr	Mr	S2.2m
Muenchen	Muenchen	Z2 Z3c
Muir	Muir	Z1mf
Muller	Muller	Z1mf
Mumbai	Mumbai	Z2
Munich	Munich	Z2 Z3c
Murdoch	Murdoch	Z1mf
Muritaniya	Muritaniya	Z2
Murray	Murray	Z1
Musytari	Musytari	Z1/W1 S9/T1.1.1@
Myanmar	Myanmar	Z2
NATO	NATO	Z3
NGO	NGO	G1.1-/S5+
Nagasaki	Nagasaki	Z2
Nairobi	Nairobi	Z2
Namibia	Namibia	Z2
Namibia	Namibia	Z2/S2mf
Nancy	Nancy	Z1f Z2
Nanjing	Nanjing	Z2
Nanking	Nanking	Z2
Nansen	Nansen	Z1
Naomi	Naomi	Z1f
Napier	Napier	Z1mf Z3c
Naples	Naples	Z2 Z3c
Napoleon	Napoleon	Z1m
Napoli	Napoli	Z2 Z3c
Nasarani	Nasarani	S9
Naseby	Naseby	Z2
Nash	Nash	Z1mf
Nasrani	Nasrani	S9
Nasrani	Nasrani	Z1mf
Natal	Natal	S9/T1.3
Natal	Natal	Z2
Nauru	Nauru	Z2
Nazareth	Nazareth	Z2
Nederland	Nederland	Z2 Z3c
Negro	Negro	Z2/O4.3mf
Nelson	Nelson	Z1mf
Nepal	Nepal	Z2
Nepal	Nepal	Z2/S2mf
Neptun	Neptun	Z1/W1 S9/T1.1.1@
Netherlands	Netherlands	Z2 Z3c
Nevada	Nevada	Z2 Z3c
Newark	Newark	Z2
Newcastle	Newcastle	Z2
Newman	Newman	Z1
Newport	Newport	Z2
Niagara	Niagara	Z2
Nicaragua	Nicaragua	Z2
Nicaragua	Nicaragua	Z2/S2mf
Nicholas	Nicholas	Z1m
Nielsen	Nielsen	Z1mf
Niger	Niger	Z2
Nigeria	Nigeria	Z2
Nigeria	Nigeria	Z2/S2mf
Nightingale	Nightingale	Z1mf
Nihon	Nihon	Z2
Nippon	Nippon	Z2
Nixon	Nixon	Z1 Z3c
Noah	Noah	Z1m
Nobel	Nobel	Z1
Noemi	Noemi	Z1f
Noreg	Noreg	Z2 Z3c
Norfolk	Norfolk	Z2 Z1mf
Norge	Norge	Z2 Z3c
Norman	Norman	Z1mf Z2/S2mf
Normandie	Normandie	Z2
Normandy	Normandy	Z2
Northampton	Northampton	Z2
Northumbria	Northumbria	Z2
Norway	Norway	Z2 Z3c
Norway	Norway	Z2/S2mf
Nov	Nov	T1.3
Nov.	Nov.	T1.3
November	November	T1.3
Nuffield	Nuffield	Z3c Z1mf
Nyasaland	Nyasaland	Z2
OPEC	OPEC	Z3
OR	OR	Z2
Oakley	Oakley	Z2 Z1mf
Oates	Oates	Z1mf
Occident	Occident	Z2 Z1mf
Oceania	Oceania	Z2
Octavian	Octavian	Z1m
Odyssey	Odyssey	Z3 M1
Oesterreich	Oesterreich	Z2 Z1
Ogos	Ogos	T1.3
Ohio	Ohio	Z2
Oklahoma	Oklahoma	Z2
Okt.	Okt.	T1.3
Oktober	Oktober	T1.3
Oliver	Oliver	Z1m
Olivier	Olivier	Z1mf Z3c
Olympia	Olympia	Z2 Z1f
Omaha	Omaha	Z2
Oman	Oman	Z2
Ontario	Ontario	Z2
Oregon	Oregon	Z2
Orion	Orion	Z3fnc Z1m
Orissa	Orissa	Z2
Orlando	Orlando	Z1m
Orleans	Orleans	Z2
Ortega	Ortega	Z1mf
Orwell	Orwell	Z1mf
Osaka	Osaka	Z2
Osborne	Osborne	Z1mf Z2
Oscar	Oscar	Z1m Z3
Oscars	Oscars	Z1m Z3
Oskar	Oskar	Z1m Z3
Oslo	Oslo	Z2
Oswald	Oswald	Z1m
Othello	Othello	Z1m
Othman	Othman	Z2/S2mf
Ottawa	Ottawa	Z2
Owen	Owen	Z1m
Oxford	Oxford	Z2 Z1mf Z3/P1
O’Brien	O’Brien	Z1
O’Connor	O’Connor	Z1mf
PAS	PAS	K4
PBB	PBB	Z3c
PKT	PKT	O1.1
PLO	PLO	Z3c
PM	PM	S7.1+/S2mf
Paganini	Paganini	Z1mf
Page	Page	Z1mf
Paige	Paige	Z1mf
Pakistan	Pakistan	Z2
Pakistan	Pakistan	Z2/S2mf
Palestin	Palestin	Z2
Palestine	Palestine	Z2
Palestine	Palestine	Z2/S2mf
Palmer	Palmer	Z1mf
Panama	Panama	Z2 B5
Panama	Panama	Z2/S2mf
Papua	Papua	Z2
Paraguay	Paraguay	Z2
Paraguay	Paraguay	Z2/S2mf
Parker	Parker	Z1mf Z3c
Parkinson	Parkinson	Z1mf B2-
Parks	Parks	Z3c
Parsi	Parsi	Z2
Parsons	Parsons	Z1mfn
Parthenon	Parthenon	Z2/S9
Pascal	Pascal	Z1mf Y2
Patagonia	Patagonia	Z2
Patrick	Patrick	Z1mf
Paulus	Paulus	Z1m
Pavarotti	Pavarotti	Z1mf
Peanuts	Peanuts	Z3mn
Pegasus	Pegasus	S9/L2mnc W1
Peiping	Peiping	Z2 Z3c
Pennsylvania	Pennsylvania	Z2
Pepsi	Pepsi	Z3c
Perancis	Perancis	Z2 Z1mf
Perancis	Perancis	Z2/S2mf Z2/Q3
Percy	Percy	Z1mf
Peringgi	Peringgi	Z2/Q3 Z2/S2mfnc
Perry	Perry	Z1mf
Persia	Persia	Z2
Persia	Persia	Z2 Z3c
Perth	Perth	Z2 Z3c
Peru	Peru	Z2
Peru	Peru	Z2/S2mf
Peshawar	Peshawar	Z2
Peter	Peter	Z1m
Peterburg	Peterburg	Z2 Z3c
Petersburg	Petersburg	Z2
Petrograd	Petrograd	Z2 Z3c
Philadelphia	Philadelphia	Z2 Z3
Philip	Philip	Z1m
Philippines	Philippines	Z2
Phiz	Phiz	Z1
Phoenix	Phoenix	Z3c
Picasso	Picasso	Z1nf
Pierce	Pierce	Z1mf
Pierre	Pierre	Z1m
Pinter	Pinter	Z1mf
Pisa	Pisa	Z2
Pises	Pises	S9 S9/S2mf
Pluto	Pluto	Z1/W1 S9/T1.1.1@ Z1/Q4.3
Plymouth	Plymouth	Z2 Z3c
Poland	Poland	Z2
Polska	Polska	Z2
Pompeii	Pompeii	Z2
Pompey	Pompey	Z2
Pompey	Pompey	Z2 Z1m
Pope	Pope	S7.1+/S9m
Portland	Portland	Z2
Portsmouth	Portsmouth	Z2
Portugal	Portugal	Z2 Z3c
Portugis	Portugis	Z2 Z3c
Portugis	Portugis	Z2/Q3 Z2/S2mfnc
Poskod	Poskod	Q1.2
Powell	Powell	Z1mf
Powys	Powys	Z2
Pozsony	Pozsony	Z2
Prag	Prag	Z2
Prague	Prague	Z2
Praha	Praha	Z2
Prescott	Prescott	Z1mf Z2
Presley	Presley	Z1mf
Pressburg	Pressburg	Z2
Pretoria	Pretoria	Z2
Princeton	Princeton	Z2
Prof	Prof	P1/S2mf
Protestan	Protestan	S9
Protestant	Protestant	S9
Proust	Proust	Z1mf
Provence	Provence	Z2
Puccini	Puccini	Z1mf
Pulitzer	Pulitzer	Z1
Punjab	Punjab	Z2
Pyrenees	Pyrenees	Z2
Q	Q	Z5 Z1m
Qatar	Qatar	Z2
Quebec	Quebec	Z2
Queens	Queens	Z2
Queensland	Queensland	Z2
Quito	Quito	Z2
RRT	RRT	Z2
Rab	Rab	T1.3
Rachel	Rachel	Z1f
Rachmaninoff	Rachmaninoff	Z1mf
Rachmaninov	Rachmaninov	Z1mf
Raffles	Raffles	Z3c
Ralegh	Ralegh	Z3c Z1mf
Raleigh	Raleigh	Z3c Z1mf
Rameses	Rameses	Z1m
Ramesses	Ramesses	Z1m
Ramses	Ramses	Z1m
Rangoon	Rangoon	Z2
Ravel	Ravel	Z3c Z1mf
Rawalpindi	Rawalpindi	Z2
Reading	Reading	Z2 Z3c
Reagan	Reagan	Z1mf
Rebecca	Rebecca	Z1f Z3
Rebekah	Rebekah	Z1f Z3
Redeemer	Redeemer	Z1m Z1m/S9 Z4
Redford	Redford	Z1mf
Reed	Reed	Z1mf
Regiomontanus	Regiomontanus	Z1mf
Rembrandt	Rembrandt	Z1mf
Reno	Reno	Z2
Renoir	Renoir	Z1mf
Rhine	Rhine	Z2
Rhodes	Rhodes	Z1mf Z2
Rhodesia	Rhodesia	Z2
Rice	Rice	Z1mf Z3c
Richards	Richards	Z3c Z1mf
Richardson	Richardson	Z1
Richmond	Richmond	Z2 Z1mf
Riley	Riley	Z1mf
Rio	Rio	Z2 Z3c
Ritz	Ritz	Z3c
Riviera	Riviera	Z2
Robert	Robert	Z1m
Roberts	Roberts	Z1mf
Robertson	Robertson	Z1mf
Robinson	Robinson	Z1mf
Rochester	Rochester	Z2 Z1mf
Rock	Rock	Z1mf Z2
Rogers	Rogers	Z1mf
Rolf	Rolf	Z1m
Rollo	Rollo	Z1m
Rom	Rom	Z2
Romania	Romania	Z2
Romania	Romania	Z2/S2mf
Rome	Rome	Z2
Ross	Ross	Z1m
Rossetti	Rossetti	Z1
Rotterdam	Rotterdam	Z2
Roumania	Roumania	Z2
Ruanda	Ruanda	Z2
Rubens	Rubens	Z1mf Z3
Rumania	Rumania	Z2
Rumania	Rumania	Z2/S2mf
Rumi	Rumi	Z2/S2mf T1.1.1/S2mf
Rupert	Rupert	Z1m
Rushdie	Rushdie	Z1mf
Rusia	Rusia	Z2
Rusia	Rusia	Z2/S2mf
Ruskin	Ruskin	Z1mf
Russell	Russell	Z1mf
Russia	Russia	Z2
Ruth	Ruth	Z1f
Rutherford	Rutherford	Z1mf Z3c
Rutland	Rutland	Z2 Z1mf
Rwanda	Rwanda	Z2
SS	SS	Z3c
Sab	Sab	T1.3
Sabah	Sabah	Z2
Sabtu	Sabtu	T1.3
Saddam	Saddam	Z1mf
Sagitarius	Sagitarius	S9
Saida	Saida	Z2
Saigon	Saigon	Z2
Sakartvelo	Sakartvelo	Z2 Z1f
Salisbury	Salisbury	Z2 Z1mf
Salomon	Salomon	Z1m
Salonica	Salonica	Z2
Salonika	Salonika	Z2
Salzburg	Salzburg	Z2
Samoa	Samoa	Z2
Samson	Samson	Z1m
Samuel	Samuel	Z1m
Sanaa	Sanaa	Z1f Z3c
Sanchez	Sanchez	Z1mf
Sarah	Sarah	Z1f
Sarajevo	Sarajevo	Z2
Saratov	Saratov	Z2
Sarawak	Sarawak	Z2
Sardegna	Sardegna	Z2
Sardinia	Sardinia	Z2
Satchmo	Satchmo	Z1mf Z3c
Saul	Saul	Z1m
Savior	Savior	Z1m Z1m/S9 Z4
Saviour	Saviour	Z1m Z1m/S9 Z4
Savoy	Savoy	Z2
Sayda	Sayda	Z2
Scandinavia	Scandinavia	Z2
Scandinavia	Scandinavia	Z2/S2mf
Schubert	Schubert	Z1mf
Schweiz	Schweiz	Z2
Scotch	Scotch	Z3c
Scotland	Scotland	Z2
Scotland	Scotland	Z2/Q3
Scotland	Scotland	Z2/S2mf
Scott	Scott	Z1mf
Seattle	Seattle	Z2
Selasa	Selasa	T1.3
Selma	Selma	Z1f
Senayan	Senayan	T1.3
Senegal	Senegal	Z2
Senegal	Senegal	Z2/S2mf
Senin	Senin	T1.3
Sepanyol	Sepanyol	Z2
Sepanyol	Sepanyol	Z2/Q3 F1%
Sept	Sept	T1.3
Sept.	Sept.	T1.3
September	September	T1.3
Serbia	Serbia	Z2
Serbia	Serbia	Z2/S2mf
Sevilla	Sevilla	Z2
Seville	Seville	Z2
Seychelles	Seychelles	Z2
Seymour	Seymour	Z1mf
Shah	Shah	Z1mf Z2
Shakespeare	Shakespeare	Z1mf
Shakspere	Shakspere	Z1mf
Shanghai	Shanghai	Z2
Shannon	Shannon	Z2 Z1mf
Shaw	Shaw	Z1mf
Shearer	Shearer	Z1mf
Sheffield	Sheffield	Z2 Z3c
Shelley	Shelley	Z1mf
Sheridan	Sheridan	Z1mf
Sherman	Sherman	Z1mf
Sherpa	Sherpa	Z2/S2mf K5.1/S2mf G1.1/S2mf
Sherry	Sherry	Z1
Sherwood	Sherwood	Z2
Shikoku	Shikoku	Z2
Shinto	Shinto	S9
Siam	Siam	Z2/S2mf
Siberia	Siberia	Z2
Sichuan	Sichuan	Z2
Sicilia	Sicilia	Z2
Sicily	Sicily	Z2
Siddhartha	Siddhartha	Z1m S9
Sidney	Sidney	Z1m
Sidon	Sidon	Z2
Siemens	Siemens	Z3c
Sikhisme	Sikhisme	S9
Simon	Simon	Z1m
Simpson	Simpson	Z1mf
Sinai	Sinai	Z2
Sinatra	Sinatra	Z1mf
Sinclair	Sinclair	Z1mf
Sind	Sind	Z2 Z1mf
Singan	Singan	Z1f
Singapore	Singapore	Z2
Singapura	Singapura	Z2
Singapura	Singapura	Z2/S2mf
Sinhala	Sinhala	Z2/S2mf
Sinhala	Sinhala	Z2/S2mfc
Sion	Sion	Z2
Sitsang	Sitsang	Z2
Skorpio	Skorpio	S9 S9/S2mf
Slovakia	Slovakia	Z2
Slovenia	Slovenia	Z2
Slovenija	Slovenija	Z2
Smith	Smith	Z1mf
Smyrna	Smyrna	Z2
Snoopy	Snoopy	Z3mn
Socrates	Socrates	Z1
Socrates	Socrates	Z1m
Soho	Soho	Z2
Solomon	Solomon	Z1mf
Somalia	Somalia	Z2
Soudan	Soudan	Z2
South	South	Z2c
Southwest	Southwest	M6
Soviet	Soviet	Z2
Soweto	Soweto	Z2
Spain	Spain	Z2
Spencer	Spencer	Z1mf
Spielberg	Spielberg	Z1mf
Springfield	Springfield	Z1 Z1mf
Sramana	Sramana	Z1mf
Srbija	Srbija	Z2
Stabroek	Stabroek	Z2
Stalin	Stalin	Z1 T1.1.1/S2mf
Stalingrad	Stalingrad	Z2
Stamboul	Stamboul	Z2
Stanford	Stanford	Z2
Stanley	Stanley	Z1mf Z2
Stanton	Stanton	Z1mf Z2
Starkey	Starkey	Z1mf
Starr	Starr	Z1mf
Steele	Steele	Z1mf
Steinbeck	Steinbeck	Z1mf Z3
Stella	Stella	Z1f
Stephen	Stephen	Z1m
Stephenson	Stephenson	Z1mf
Stewart	Stewart	Z1mf
Stockholm	Stockholm	Z2
Stockton	Stockton	Z2
Stonehenge	Stonehenge	Z2
Stoppard	Stoppard	Z1mf
Stowe	Stowe	Z2 Z3c
Strasbourg	Strasbourg	Z2
Strassburg	Strassburg	Z2
Streep	Streep	Z1mf
Strindberg	Strindberg	Z1mf
Stuart	Stuart	Z1m
Stubbs	Stubbs	Z1mf
Sudan	Sudan	S7.1+/S2.2m
Sudan	Sudan	Z2
Sudan	Sudan	Z2/S2mf
Sudbury	Sudbury	Z2
Sue	Sue	Z1f
Suharto	Suharto	Z1m
