lemma	semantic_tags
Montgomery	Z1mf
Montreal	Z2
Montserrat	Z2
Moore	Z1mf
More	Z3c
Morgan	Z1mf
Morley	Z1mf Z2
Morocco	Z2
Morocco	Z2/S2mf
Morris	Z1mf
Morrison	Z1mf
Mortimer	Z1mf
Morton	Z1mf
Moscow	Z2
Moselle	Z2 F2
Moses	Z1m
Motherwell	Z2 Z3c
Motown	Z2
Mozambik	Z2 G3%
Mozambique	Z2 G3%
Mozambique	Z2/S2mf
Mozart	Z1mf
Mr	S2.2m
Muenchen	Z2 Z3c
Muir	Z1mf
Muller	Z1mf
Mumbai	Z2
Munich	Z2 Z3c
Murdoch	Z1mf
Muritaniya	Z2
Murray	Z1
Musytari	Z1/W1 S9/T1.1.1@
Myanmar	Z2
NATO	Z3
NGO	G1.1-/S5+
Nagasaki	Z2
Nairobi	Z2
Namibia	Z2
Namibia	Z2/S2mf
Nancy	Z1f Z2
Nanjing	Z2
Nanking	Z2
Nansen	Z1
Naomi	Z1f
Napier	Z1mf Z3c
Naples	Z2 Z3c
Napoleon	Z1m
Napoli	Z2 Z3c
Nasarani	S9
Naseby	Z2
Nash	Z1mf
Nasrani	S9
Nasrani	Z1mf
Natal	S9/T1.3
Natal	Z2
Nauru	Z2
Nazareth	Z2
Nederland	Z2 Z3c
Negro	Z2/O4.3mf
Nelson	Z1mf
Nepal	Z2
Nepal	Z2/S2mf
Neptun	Z1/W1 S9/T1.1.1@
Netherlands	Z2 Z3c
Nevada	Z2 Z3c
Newark	Z2
Newcastle	Z2
Newman	Z1
Newport	Z2
Niagara	Z2
Nicaragua	Z2
Nicaragua	Z2/S2mf
Nicholas	Z1m
Nielsen	Z1mf
Niger	Z2
Nigeria	Z2
Nigeria	Z2/S2mf
Nightingale	Z1mf
Nihon	Z2
Nippon	Z2
Nixon	Z1 Z3c
Noah	Z1m
Nobel	Z1
Noemi	Z1f
Noreg	Z2 Z3c
Norfolk	Z2 Z1mf
Norge	Z2 Z3c
Norman	Z1mf Z2/S2mf
Normandie	Z2
Normandy	Z2
Northampton	Z2
Northumbria	Z2
Norway	Z2 Z3c
Norway	Z2/S2mf
Nov	T1.3
Nov.	T1.3
November	T1.3
Nuffield	Z3c Z1mf
Nyasaland	Z2
OPEC	Z3
OR	Z2
Oakley	Z2 Z1mf
Oates	Z1mf
Occident	Z2 Z1mf
Oceania	Z2
Octavian	Z1m
Odyssey	Z3 M1
Oesterreich	Z2 Z1
Ogos	T1.3
Ohio	Z2
Oklahoma	Z2
Okt.	T1.3
Oktober	T1.3
Oliver	Z1m
Olivier	Z1mf Z3c
Olympia	Z2 Z1f
Omaha	Z2
Oman	Z2
Ontario	Z2
Oregon	Z2
Orion	Z3fnc Z1m
Orissa	Z2
Orlando	Z1m
Orleans	Z2
Ortega	Z1mf
Orwell	Z1mf
Osaka	Z2
Osborne	Z1mf Z2
Oscar	Z1m Z3
Oscars	Z1m Z3
Oskar	Z1m Z3
Oslo	Z2
Oswald	Z1m
Othello	Z1m
Othman	Z2/S2mf
Ottawa	Z2
Owen	Z1m
Oxford	Z2 Z1mf Z3/P1
O’Brien	Z1
O’Connor	Z1mf
PAS	K4
PBB	Z3c
PKT	O1.1
PLO	Z3c
PM	S7.1+/S2mf
Paganini	Z1mf
Page	Z1mf
Paige	Z1mf
Pakistan	Z2
Pakistan	Z2/S2mf
Palestin	Z2
Palestine	Z2
Palestine	Z2/S2mf
Palmer	Z1mf
Panama	Z2 B5
Panama	Z2/S2mf
Papua	Z2
Paraguay	Z2
Paraguay	Z2/S2mf
Parker	Z1mf Z3c
Parkinson	Z1mf B2-
Parks	Z3c
Parsi	Z2
Parsons	Z1mfn
Parthenon	Z2/S9
Pascal	Z1mf Y2
Patagonia	Z2
Patrick	Z1mf
Paulus	Z1m
Pavarotti	Z1mf
Peanuts	Z3mn
Pegasus	S9/L2mnc W1
Peiping	Z2 Z3c
Pennsylvania	Z2
Pepsi	Z3c
Perancis	Z2 Z1mf
Perancis	Z2/S2mf Z2/Q3
Percy	Z1mf
Peringgi	Z2/Q3 Z2/S2mfnc
Perry	Z1mf
Persia	Z2
Persia	Z2 Z3c
Perth	Z2 Z3c
Peru	Z2
Peru	Z2/S2mf
Peshawar	Z2
Peter	Z1m
Peterburg	Z2 Z3c
Petersburg	Z2
Petrograd	Z2 Z3c
Philadelphia	Z2 Z3
Philip	Z1m
Philippines	Z2
Phiz	Z1
Phoenix	Z3c
Picasso	Z1nf
Pierce	Z1mf
Pierre	Z1m
Pinter	Z1mf
Pisa	Z2
Pises	S9 S9/S2mf
Pluto	Z1/W1 S9/T1.1.1@ Z1/Q4.3
Plymouth	Z2 Z3c
Poland	Z2
Polska	Z2
Pompeii	Z2
Pompey	Z2
Pompey	Z2 Z1m
Pope	S7.1+/S9m
Portland	Z2
Portsmouth	Z2
Portugal	Z2 Z3c
Portugis	Z2 Z3c
Portugis	Z2/Q3 Z2/S2mfnc
Poskod	Q1.2
Powell	Z1mf
Powys	Z2
Pozsony	Z2
Prag	Z2
Prague	Z2
Praha	Z2
Prescott	Z1mf Z2
Presley	Z1mf
Pressburg	Z2
Pretoria	Z2
Princeton	Z2
Prof	P1/S2mf
Protestan	S9
Protestant	S9
Proust	Z1mf
Provence	Z2
Puccini	Z1mf
Pulitzer	Z1
Punjab	Z2
Pyrenees	Z2
Q	Z5 Z1m
Qatar	Z2
Quebec	Z2
Queens	Z2
Queensland	Z2
Quito	Z2
RRT	Z2
Rab	T1.3
Rachel	Z1f
Rachmaninoff	Z1mf
Rachmaninov	Z1mf
Raffles	Z3c
Ralegh	Z3c Z1mf
Raleigh	Z3c Z1mf
Rameses	Z1m
Ramesses	Z1m
Ramses	Z1m
Rangoon	Z2
Ravel	Z3c Z1mf
Rawalpindi	Z2
Reading	Z2 Z3c
Reagan	Z1mf
Rebecca	Z1f Z3
Rebekah	Z1f Z3
Redeemer	Z1m Z1m/S9 Z4
Redford	Z1mf
Reed	Z1mf
Regiomontanus	Z1mf
Rembrandt	Z1mf
Reno	Z2
Renoir	Z1mf
Rhine	Z2
Rhodes	Z1mf Z2
Rhodesia	Z2
Rice	Z1mf Z3c
Richards	Z3c Z1mf
Richardson	Z1
Richmond	Z2 Z1mf
Riley	Z1mf
Rio	Z2 Z3c
Ritz	Z3c
Riviera	Z2
Robert	Z1m
Roberts	Z1mf
Robertson	Z1mf
Robinson	Z1mf
Rochester	Z2 Z1mf
Rock	Z1mf Z2
Rogers	Z1mf
Rolf	Z1m
Rollo	Z1m
Rom	Z2
Romania	Z2
Romania	Z2/S2mf
Rome	Z2
Ross	Z1m
Rossetti	Z1
Rotterdam	Z2
Roumania	Z2
Ruanda	Z2
Rubens	Z1mf Z3
Rumania	Z2
Rumania	Z2/S2mf
Rumi	Z2/S2mf T1.1.1/S2mf
Rupert	Z1m
Rushdie	Z1mf
Rusia	Z2
Rusia	Z2/S2mf
Ruskin	Z1mf
Russell	Z1mf
Russia	Z2
Ruth	Z1f
Rutherford	Z1mf Z3c
Rutland	Z2 Z1mf
Rwanda	Z2
SS	Z3c
Sab	T1.3
Sabah	Z2
Sabtu	T1.3
Saddam	Z1mf
Sagitarius	S9
Saida	Z2
Saigon	Z2
Sakartvelo	Z2 Z1f
Salisbury	Z2 Z1mf
Salomon	Z1m
Salonica	Z2
Salonika	Z2
Salzburg	Z2
Samoa	Z2
Samson	Z1m
Samuel	Z1m
Sanaa	Z1f Z3c
Sanchez	Z1mf
Sarah	Z1f
Sarajevo	Z2
Saratov	Z2
Sarawak	Z2
Sardegna	Z2
Sardinia	Z2
Satchmo	Z1mf Z3c
Saul	Z1m
Savior	Z1m Z1m/S9 Z4
Saviour	Z1m Z1m/S9 Z4
Savoy	Z2
Sayda	Z2
Scandinavia	Z2
Scandinavia	Z2/S2mf
Schubert	Z1mf
Schweiz	Z2
Scotch	Z3c
Scotland	Z2
Scotland	Z2/Q3
Scotland	Z2/S2mf
Scott	Z1mf
Seattle	Z2
Selasa	T1.3
Selma	Z1f
Senayan	T1.3
Senegal	Z2
Senegal	Z2/S2mf
Senin	T1.3
Sepanyol	Z2
Sepanyol	Z2/Q3 F1%
Sept	T1.3
Sept.	T1.3
September	T1.3
Serbia	Z2
Serbia	Z2/S2mf
Sevilla	Z2
Seville	Z2
Seychelles	Z2
Seymour	Z1mf
Shah	Z1mf Z2
Shakespeare	Z1mf
Shakspere	Z1mf
Shanghai	Z2
Shannon	Z2 Z1mf
Shaw	Z1mf
Shearer	Z1mf
Sheffield	Z2 Z3c
Shelley	Z1mf
Sheridan	Z1mf
Sherman	Z1mf
Sherpa	Z2/S2mf K5.1/S2mf G1.1/S2mf
Sherry	Z1
Sherwood	Z2
Shikoku	Z2
Shinto	S9
Siam	Z2/S2mf
Siberia	Z2
Sichuan	Z2
Sicilia	Z2
Sicily	Z2
Siddhartha	Z1m S9
Sidney	Z1m
Sidon	Z2
Siemens	Z3c
Sikhisme	S9
Simon	Z1m
Simpson	Z1mf
Sinai	Z2
Sinatra	Z1mf
Sinclair	Z1mf
Sind	Z2 Z1mf
Singan	Z1f
Singapore	Z2
Singapura	Z2
Singapura	Z2/S2mf
Sinhala	Z2/S2mf
Sinhala	Z2/S2mfc
Sion	Z2
Sitsang	Z2
Skorpio	S9 S9/S2mf
Slovakia	Z2
Slovenia	Z2
Slovenija	Z2
Smith	Z1mf
Smyrna	Z2
Snoopy	Z3mn
Socrates	Z1
Socrates	Z1m
Soho	Z2
Solomon	Z1mf
Somalia	Z2
Soudan	Z2
South	Z2c
Southwest	M6
Soviet	Z2
Soweto	Z2
Spain	Z2
Spencer	Z1mf
Spielberg	Z1mf
Springfield	Z1 Z1mf
Sramana	Z1mf
Srbija	Z2
Stabroek	Z2
Stalin	Z1 T1.1.1/S2mf
Stalingrad	Z2
Stamboul	Z2
Stanford	Z2
Stanley	Z1mf Z2
Stanton	Z1mf Z2
Starkey	Z1mf
Starr	Z1mf
Steele	Z1mf
Steinbeck	Z1mf Z3
Stella	Z1f
Stephen	Z1m
Stephenson	Z1mf
Stewart	Z1mf
Stockholm	Z2
Stockton	Z2
Stonehenge	Z2
Stoppard	Z1mf
Stowe	Z2 Z3c
Strasbourg	Z2
Strassburg	Z2
Streep	Z1mf
Strindberg	Z1mf
Stuart	Z1m
Stubbs	Z1mf
Sudan	S7.1+/S2.2m
Sudan	Z2
Sudan	Z2/S2mf
Sudbury	Z2
Sue	Z1f
Suharto	Z1m
Suisse	Z2
Sullivan	Z1mf
Sully	Z1mf Z3c
Sultan	S7.1+/S2.2m
Sumatera	Z2
Sumatra	Z2
Sumner	Z1mf
Sunday	T1.3
Sunderland	Z2 Z1mf
Suomi	Z2
Sur	Z2
Surinam	Z2
Suriname	Z2
Surrey	Z2 Z1mf
Sutherland	Z2 Z1mf
Sverige	Z2
Svizzera	Z2
Swansea	Z2
Swaziland	Z2
Sweden	Z2
Swift	Z1mf
Swiss	Z2
Swiss	Z2 Z2/S2mf
Switzerland	Z2
Switzerland	Z2 Z2/S2mf
Sydney	Z2
Syiah	S9/S5+
Syinto	S9
Syria	Z2
Syria	Z2/S2mf
Szechuan	Z2
Szechwan	Z2
TNT	Z3c
TV	Q4.3
Tadjik	Z2
Tadjikistan	Z2
Tadzhik	Z2
Tadzhikistan	Z2/S2mf
Tahiti	Z2
Taiwan	Z2
Taiwan	Z2/S2mf
Tajik	Z2
Tajikistan	Z2
Tajikistan	Z2/S2mf
Talbot	Z1mf
Taliban	Z2/S5+
Tamil	Z2/S2mf
Tampa	Z2
Tandy	Z3c
Tanganyika	Z2
Tangier	Z2
Tangiers	Z2
Tanzania	Z2
Taoisme	S9
Tartar	Z3
Tashkent	Z2
Taskent	Z2
Tasmania	Z2
Tate	Z1mf Z2
Taurus	S9 S9/S2mf
Taurus	Z1mf
Taylor	Z1mf
Tchad	Z2 Z1m
Tchaikovsky	Z1mf
Teach	Z1mf
Teheran	Z2
Tehran	Z2
Telemann	Z1mf
Tenerife	Z2
Terence	Z1
Teresa	Z1f
Terry	Z1mf
Texas	Z2 Z3c
Thaddaeus	Z1mf
Thai	Z2/S2mf
Thailand	Z2
Thatch	Z1mf
Thatcher	Z1mf
Thebes	Z2
Theresa	Z1f
Thessalonica	Z2
Thessaloniki	Z2
Thibet	Z2
Thomas	Z1mf
Thompson	Z1mf
Thomson	Z1mf Z3c
Thornton	Z1c Z3c Z2
Thorpe	Z1mf Z2
Tianjin	Z2
Tibet	Z2
Tientsin	Z2
Tiffany	Z3c
Timbuktu	Z2
Timothy	Z1m
Timur	Z2/S2mf
Tirol	Z2
Titus	Z1m
Tobago	Z2
Togo	Z2
Togo	Z2/S2mf
Tokio	Z2
Tokyo	Z2
Tom	Z1m
Tonga	Z2
Tonga	Z2/S2mf
Torino	Z2
Toronto	Z2
Toscana	Z2
Toulon	Z2
Toulouse	Z2 Z1m
Tours	Z2
Toyota	Z3c/M3
Tracy	Z1mf
Transylvania	Z2
Trent	Z2 Z1mf
Trento	Z2 Z1mf
Trinidad	Z2
Trojan	Z3
Truman	Z1mf
Tsaritsyn	Z2
Tudor	Z1mf T3+
Tunisia	Z2
Turin	Z2
Turkey	Z2
Turki	Z2
Turki	Z2/S2mf
Turkmen	Z2
Turkmenia	Z2
Turkmenistan	Z2
Turkomen	Z2
Turner	Z1mf
Tuscany	Z2
Tutankhamen	Z1m
Tutsi	Z2/S2mf
Tuvalu	Z2
Tyler	Z1mf
Tyre	Z2
Tyrol	Z2
Tyson	Z1mf
U	Z5
U.K.	Z2
U.S.	Z2
U.S.A.	Z2
UNESCO	Z3
Uganda	Z2
Uganda	Z2/S2mf
Ukraine	Z2 Z3c
Ukraine	Z2/S2mf
Ukrayina	Z2 Z3c
Ulanova	Z1f
Ulster	Z2
Updike	Z1
Uruguay	Z2
Utah	Z2
Utarid	Z1/W1 S9/T1.1.1@
Utrecht	Z2
Uzbek	Z2
Uzbekistan	Z2
VAT	G1.1/I1
VD	B2-
VIP	A11.1+/S2mf
Valencia	Z2
Valetta	Z2
Valletta	Z2
Vancouver	Z2
Vanuatu	Z2
Vargas	Z1mf
Vatican	Z2c
Vaughan	Z1mf
Vaux	Z3c
Venezia	Z2
Venezuela	Z2
Venezuela	Z2/S2mf
Venice	Z2
Venice	Z2/S2mf
Verdi	Z1mf
Vermont	Z2
Versace	Z1mf Z3c
Versailles	Z2
Vichy	Z2
Victoria	Z1f Z2
Vienna	Z2
Vietnam	Z2
Vietnam	Z2/S2mf
Viking	T1.1.1/S2mf
Villa	Z3c
Virgo	S9 S9/S2mf
Volga	Z2
Volgograd	Z2
Wade	Z1mf Z2
Waikiki	Z2
Waite	Z1mf
Wales	Z2 Z1mf
Walesa	Z1mf
Walker	Z1mf
Walkman	Z3
Wallace	Z1mf
Walloon	Z2/S2mf
Walter	Z1m
Walton	Z1mf Z2
Warburg	Z3c
Warner	Z1mf Z3c
Warren	Z1mf
Warsaw	Z2
Warszawa	Z2
Warwick	Z2 Z1mf
Washington	Z2 Z1mf
Waterloo	Z2
Watson	Z1mf
Wayne	Z1mf
Webb	Z1mf
Weber	Z1mf
Webster	Z1mf
Wellington	Z1mf Z2 Z3c
Wells	Z2 Z1mf
Wembley	Z2 Z1mf
Wesley	Z1mf
West	Z2 Z1mf
Westminster	Z2
Weston	Z2 Z1mf
Wharton	Z3/P1
Wheeler	Z1mf
Whistler	Z3/C1
White	Z1mf
Whitehead	Z1
Whitney	Z1 Z1f
Whittle	Z1mf
Wickliffe	Z1mf Z3
Wiclif	Z1mf Z3
Wilde	Z1mf
Wilkinson	Z1mf
Williams	Z1mf
Wilmington	Z2
Wilson	Z1mf
Wimbledon	Z2
Winchester	Z2
Windsor	Z2 Z1mf
Wisconsin	Z2
Wolf	Z1mf
Woolworth	Z3c
Worcester	Z2
Wordsworth	Z1mf
Worth	Z3 Z1mf Z2
Wren	Z1mf
Wright	Z1mf
Wuhan	Z2
Wyclif	Z1mf Z3
Wycliffe	Z1mf Z3
Wynette	Z1mf
Wyoming	Z3c
Xian	Z1f
Xizang	Z2
Yahoo	Z3
Yahudi	S9/S2.2m
Yale	Z3c
Yaltopya	Z2
Yaman	Z2
Yangon	Z2
Yeddo	Z2
Yedo	Z2
Yemen	Z2
Yemen	Z2/S2mf
Yisrael	Z2
York	Z2 Z1mf
Yorkshire	Z2 Z3c F1 L2mfn
Yugoslavia	Z2 Z3c
Yugoslavia	Z2/S2mf
Yukon	Z3c
Yule	S9/T1.3
Yunani	Z2
Yunani	Z2/S2mf
Zagreb	Z2
Zaire	Z2
Zambia	Z2
Zambia	Z2/S2mf
Zeppelin	Z1m
Zeppo	Z1mf
Zimbabwe	Z2
Zuhal	Z1/W1
Zuhrah	Z1/W1
Zulu	Z2/S2
Zurich	Z2
aah	Z4
aba	P1/S2mf
aba	S4/B1
aba	S4m
aba	T2+/S2mf
abad	N1
abad	T1.3 B1 Q3 P1/T1.3
abad	T1.3 K5.1%
abad	T3
abad	T3++ T3
abadi	L1+/T2+++
abadi	O1.1
abadi	T2++
abadi	T2++ T1.3
abadi	T2+++
abadi	T3-
abadikan	L1+/T2+++
abah	S4/B1
abah	S4m
abah-abah	L2 A1.5.1
abai	A1.9 G2.2-
abai	X5.1-
abalone	L2 F1
abang	E2+
abang	S3.1mf
abang	S4m S2.2m S9/S2.2m
abang	S4mf
abar-abar	A10- Q4.3 X2.4 B3
abatoir	L1-/H1
abdi	A1.1.1
abdi	S7.1-/S2.1f S8+
abdikan	S7.1- A1.7+
abdomen	B1
abiad	O4.3 O4.3/S2mf F2 F1 B1
abintara	Q2.2
abiogenesis	Y1
abjad	Q1.2
abjad	Q3
abjad-angka	A4.1 S7.1+
abnormal	A6.2-
abnormal	A6.2- A5.4-
abnormal	B2-
abrar	S9 A7-
abras	B2-
absah	A5.2+ Q1.1 S7.4+
absah	G2.1 G2.1+
absen	S1.1.3- A3-
abses	B2-
absolusi	S9 S1.2.1+
absolutisme	G1.2 X2.1 X2.1/S9
abstrak	A1.6
abstrak	Q2.1 O4.4
abstrak	Q4.1 A9+
abstrak	X4.1
abstraksi	A1.6
absurd	S1.2.6-
abu	O1.1
abu	O1.1 L3
abu	O2
abu-abu	O4.3
acak-acakan	A1.7-
acak-acakan	A6.2- A5.1- O4.1
acak-acakan	G2.2- O4.2-
acak-acakan	O4.2-
acang	O2
acang-acang	Q2.1/S2mf
acap	M1/N6+
acar	F1
acara	A10+ S1.1.1
acara	A3+/A11.1+ A6.2- S1.1.1/X7+ K5
acara	Q1.2/X7+
acara	Q4.3
acara	Y2 P1
acara	Z4
aci	G2.1 G2.1+
aci	O2
aci	O2 H2 N5 Q3%
acuan	A2.1+ A1.1.1
acuan	A5.4- A10+ C1
acuan	B1
acuan	K4 A4.1 M2 G1.2 S9 A9- A1.1.1
acuan	S1.1.1 N2
acuman	A2.2
acuman	A2.2/Q2.2
acuman	E3- A5.1-/A2.1
ada	A1.1.1
ada	A1.5.1 F1
ada	A1.5.2+ N3.3- X9.1+
ada	A13.3
ada	A2.2 Q2.2
ada	A3+
ada	A3+ A9+ A1.2+/G1.2 S4
ada	A3+ Z5
ada	A5.4+ A14
ada	A9+
ada	A9+ E1 S9%
ada	A9+ S5+
ada	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@
ada	A9+ X2.5+ S1.2.1+ S7.4+
ada	A9+ Z5 A2.2 S4
ada	A9+ Z5 X9.2+ A2.1+ A2.2 M1 M2 X2.5+ E4.1-
ada	A9- A2.2 Q2.2 S1.1.3+ Q4.3 O4.1 K4
ada	E4.1- B2- X3 A5.1-/A2.1 S7.4+
ada	M2 A1.1.1 A9+ X2.1 S7.1+/A1.7+
ada	M2 A9+ Q4 S7.4+ B1% B2-%
ada	M2 E2+ A8 A9+ A1.1.1 M6 B1@
ada	M2 Q2.1 X9.2+ B3 S9%
ada	M6 A3+ S1.1.3+ S1.2 S9
ada	M6 T1.2
ada	X3 A1.1.1
adab	G2.2+
adab	S1.1.1
adab	S1.1.1 A1.1.1
adad	N2
adad	N5
adalah	A3+ Z5
adalah	A6.1+
adalah	Q1.1/A1.6 A1.8+
adang	A1.1.1/A15+ X3.4/A15+
adang-adang	A10- Q4.3 X2.4 B3
adang-adang	A6.1-
adang-adang	N6
adang-adang	X2.5-
adangkan	S8-
adanya	A3+ Z5
adanya	M6 A9+ S1.2.1+ A12+
adaptasi	A2.1+
adas	F1 L3
adat	A6.2+ S1.1.1 I2.2
adat	A6.2+ S1.1.3+ A6.1+/G1.1
adat	S7.1+ Q1.2 X6+
adat	S9 A6.2+
adawat	S1.2.1- E3- E2-
adegan	A1.1.1 T1.1.2 A8 K4
adegan	K4 C1 A8 A1.1.1 M7 S1.1.1 E3- E2+
adem	E3+
adhesi	A2.1
adi	G2.2+ S7.1+ O4.2+
adib	S7.2+
adik	S4m
adik	S4m S2.2m S9/S2.2m
adik	S4mf
adik-beradik	S4mf
adikara	S7.1+
adikong	G3/S7.1+/S2mf
adil	A1.1.1
adil	A13.4 G2.2+
adil	A14 T3--- T1.3- N3.3---
adil	A6.1- G2.2-
adil	G2.2+
adil	G2.2+/E2
adil	S1.2.6+ A5.1+ I1.3-
adil	X5.2- A5.1
adinda	S4m S2.2m S9/S2.2m
adjektif	Q3
administrasi	S7.1+c A9-
administratif	S7.1+
administrator	S7.1+/S2mf
admiral	G3/S7.1+/S2mf
adopsi	A9+ S4
adpokat	F1
adrenal	B1
adrenalina	B1/O1
aduhai	A6.2- A5.1+ A5.2-
aduhai	Z2
adun	A2.1+
adunan	A1.1.1 N3.6+/A2.1 N3.3+/A2.1 N5+/A2.1 N5 T1.3
adunan	A2.1+
adunan	A2.1+ S1.1.3+ K3
adunan	A5.2- O1.2
adunan	F1 I1
adunan	X4.2 O1.2
advokat	G2.1/I3.2/S2mf
advokat	G2.1/S2mf
advokat	Q2.2
aerial	B1/L2
aerob	B1 K5.1
aerobik	B1 K5.1
aerobik	K5.1
aerodinamik	M5/P1
aerofoil	A10+
aeronautik	Y1/M5
aerosol	O2
afal	S1.1.1
afasia	B2-/X2/Q2
afdal	G2.1
afdal	O4.2+ S1.2.1+
afdal	S9 A6.2+
afektif	E1
afiat	B2+ X9.2+ A5.1+
afiat	N3.2/A5.1+ N3.2 A1.2+ M2 B2-
afid	L2
afidavit	G2.1/Q1.2
afiliasi	S5+
afiniti	E2+ A6.1+
aforisme	Q2.2/A5.2+ Q1.2/A5.2+
afrodisiak	O1/S3.2
aga	E4.2+/S1.2 S1.2.3+
agak	A13.5
agak	A13.5 A13.6 A13.2
agak	A13.6
agak	B1 A8
agak	E2++
agak	F2
agak	O4.3
agak	X2
agak	X2.1
agak	X2.1 X7+
agak	X2.1/A7-
agak	Z4 E2++
agak-agak	A13.4 A5.3-
agak-agak	A4.2- A5.3-
agak-agak	A7+
agak-agak	X6/A7- N2/A7-
agakan	X2.1/A7-
agakan	X2.6+ I2.1
agakan	X4.1 A1.6
agaknya	A5.2+/A8
agaknya	A7+
agaknya	X2.1
agam	A2.1- S1.2.5+
agam	N3.2+
agam	N3.2+++
agam	S2.2
agam	S7.1+ S1.2.5+ O4.1 F2+
agam	T2++
agama	S9
agar	A13.3 A5.1+
agar-agar	F1
agar-agar	O1.1/A2.1
agas	L2
agen	A1.1.1 A9-/O2
agen	G2.1/S2mf A9+/S2mf
agen	I2.1/S2mf G3/S2mf K4/S2mf
agen	I2.2/S5+c G1.1c
agen	O2
agen	O2 K2 X4.2 B3 Y1
agen	S1.1.1
agenda	Q1.2/X7+
agensi	I2.2/S5+c G1.1c
aghlaf	S9/S2mf
agihan	A9- N5
agihan	F4/M7 A9-
agitasi	E3-
agnostik	S9-/S2mf
agorafobia	B2-/X1
agregat	N2
agregat	N5+
agresi	E3-
agresif	E3-
agresif	S1.2.3+
agresor	G3/S2mf
agresor	Q2.2/S2mf E3-/S2mf G3/S2mf
agronomis	F4/S2mf
agunan	I1.1
agunan	I1.2/H1
agung	A5.1+
agung	A5.1+++ S7.1+++
agung	G2.2+ S7.1+ O4.2+
agung	N3.2+
agung	O4.2+
agung	O4.2+ E4.1+
agung	Q3 N3.2+
agung	S7.1+/S2mf
agung	T1.3
agung	T2- A11.1++
agus	A10+ E1+
agus	A5.1+ G2.2+ O4.2+
ahadiat	S5- N5-/A14 A6.1+
ahem	B5
ahli	G1.1c S7.1+ S7.4+ X2.2+
ahli	M7/N3.3+++ N5.1+++ A12- B1
ahli	O2 N5.1-
ahli	S5+/S2mf B1
ahli	T2- Q1.2 S3.2
ahli	X2.2+/S2mf
ahli	X2.2+/S2mf B3/S2mf
ahli	X2.2+/S2mf X9.1+/S2mf
ahli	X9.1+
ahli	X9.1+ I3.2+
ahli	Y1/S2mf
ahmak	S1.2.6- X9.1-
ahmak	X9.1-
aib	A5.1- A1.1.2
aib	A5.1- G2.2-
aib	G2.2- G2.2
aib	O4.1 Q1.2 A5.1
aib	S7.2-
aib	S7.2- S1.2.4- A5.1-
air	F2 O1.2
air	F4 B1
air	M4 K5.1/M4
air	O1.2
ais	F1 O4.6-
ais	O4.6-
aisberg	W3/M4
aising	F1 O4.6- L1-%
aiskrim	F1 O4.6-
ajaib	A5.1+ N3.2+
ajaib	A6.2-
ajaib	K1/E4.1+/S2mf
ajaib	O4.2+ S9%
ajaib	S9
ajaib	X5.2+ A6.2-
ajakan	Q2.2
ajal	L1-
ajar	P1
ajar-ajar	S5-/S2mf
ajaran	A4.1
ajaran	P1 X2.3+
ajaran	P1 X4.1
ajaran	P1/S4
ajaran	S9 X4.1
ajaran	X4.1
ajaran	X4.1 G2.2+
ajek	A1.7+ X6+ S8+/A1.1.2- A5.1+/A2.1 X5.1+ G2.2-
ajek	A2.1- N2
ajek	A6.1+
aji-aji	X5.2+ S9
ajukan	A5.4-/A8
ajukan	C1
ajukan	N2 X7+
ajukan	X2.1
ajukan	X2.1/A7-
ajukan	X6/A7- N2/A7-
ajutan	G3/S7.1+/S2mf
akad	Q2.2 N3.2-/A2.1 A9+ I2.1
akademi	P1/H1 S5+c
akademi	P1/H1c
akademik	P1
akademik	P1/H1 S5+c
akademik	P1/S2mf
akademikus	P1/S2mf
akademis	P1/S2mf
akal	A13.3
akal	A9-
akal	E1 X9.1+ X9.1+/S2mf Q2.2/X9.1+ Q1.2/X9.1+
akal	E3-
akal	E6+ E2- S8+ A1.3
akal	S1.2.6+ X9.1+
akal	X2 B2/X2 S1.2.6-
akal	X2.5+
akal	X4.1 X7+
akal	X7+
akal	X9.1
akar	L3 X2.4
akar	T2+
akar	T2+ M6 A2.2
akar	X4.2 O1.2
akas	Q2.1
akaun	Q2.2
akauntabiliti	S7.1+ A7+
akauntan	I3.2/I1.1/S2mf
akhbar	A1.1.1 X8+ S7.1+ E6-
akhbar	A1.1.2 A1.1.1 X9.2+/G3 S7.1+ E4.1-
akhbar	Q4.2
akhiar	A5.1++
akhir	A1.1.1 A10- T2-
akhir	K4/T2- T2-
akhir	K5.1
akhir	K5.1 X7+
akhir	T2++ T1.3
akhir	T2-
akhir	T4- T1.1
akhir	X2.4
akhir	X6+ T2-
akhir-akhir	T3---
akhiran	T2-
akhirat	S9
akhirat	T2+++
akhirnya	N4
akhirnya	N4 Z4
akhirnya	T1.1.2
akhirnya	T2++ T1.3
akhirulkalam	T2++ T1.3
akhlak	G2.2c
akhlak	S1.1.1 A1.1.1
akhlak	S2mf K4/S2mf S1.2 S2mf/A6.2- Q1.2 A4.1 O4.2+
akhlak	X4.1
aki	N5+
aki	O3 G3 G3/S5+c F4
akibat	A2.2
akibat	A2.2 N2
akibat	E2- A1.1.1
akibat	G2.1 I1.3 K5.1
akibat	M1 N3.1 A2.2 A3+ X2.1 A9+ S4 N4 S3.2
