mwe_template	semantic_tags
avere_verb una_art discussione_noun	Q2.1 Q2.1/A6.1- Q2.1/E3- Q2.1/A2.2
avere_verb una_art parte_noun	S1.1.2+
avere_verb una_art promozione_noun	M1 A5.1+/A2.1+ I1.1 T4+ S8+ X2.1
avere_verb una_art voglia_noun da_prep morire_verb	X5.2 X7 A1.1.1/A13.3
avere_verb una_art voglia_noun matta_adj	X5.2 X7 A1.1.1/A13.3
avere_verb valore_noun	N2 A11.1+ I2.1
averla_verb vinta_verb	A1.1.2/A9- G3 S1.2.1+
avvampare_verb dira_noun	O4.6+ E1 A1.1.1
avvezzare_verb al_prep morso_noun	A1.1.1
avvisi_noun pubblicitari_adj	I2.2/Q2.1 X2.2+ A10+
avvocatessa_noun difensore_adj	S8+/S2f G2.1/S2@f
avvocato_noun difensore_adj	S8+/S2m G2.1/S2@m
avvolgere_verb in_prep un_art lenzuolo_noun funebre_adj	A10- L1-
avvolgere_verb su_prep rocchetto_noun	M2
azienda_noun municipale_adj	I2.1/S5c G1.1c
azionare_verb	M2 M1 A2.1+ E1 A1.1.1
azione_noun legale_adj	A1.1.1 G3 G2.1
azione_noun riflessa_adj	B1
bacino_noun idrico_adj	A11.1+/A2.1+ T1.2/Q4.3 W3/M4
bacino_noun imbrifero_adj	A11.1+/A2.1+ T1.2/Q4.3 W3/M4
bagaglio_noun culturale_adj	T1.1.1 S1.1.1 P1
bagnato_verb dalle_prep onde_adv	O4.2 M4
bagni_noun pubblici_adj	H5/B4
bagno_noun disinfettante_adj	F4 F1 O1 O1.2 M4
balla_noun di_prep fieno_noun	O2 F4
ballare_verb il_art reel_noun	M1/E3- E4.1- K1 K2
ballare_verb un_art lento_adj	K.1
ballare_verb una_art giga_noun	K1 K2
balzo_verb indietro_adv	M.1 A1.1.1
bambino_noun pestifero_adj	E5- G2.2-/S2mf
banco_noun corallino_adj	L2 M7 L3 W3
banco_noun degli_prep imputati_noun	A9- M7 G2.1/H5
banco_noun di_prep sabbia_noun	H5 W3
banco_noun di_prep scogli_noun	W3
bandiera_noun tricolore_adj	O2/O4.3
barca_noun di_prep soldi_noun	G3 E2- N5.2 N5+
barchetta_noun da_prep regata_noun	M4 K5.1 K5.2
barilotto_noun per_prep acqua_noun	M4 O2 K1/S2mf K5.1/S2mf O3
base_noun di_prep fondo_noun	M7 O1 K5.1@ B1% M6
base_noun di_prep rilevamento_noun	M7 O1 K5.1@ B1% M6
base_noun logica_adj	A2.2 X4.1 X2.5
bassa_adj lega_noun	O1.1 A5.1-
bastone_noun da_prep giullare_noun	O2
battere_verb completamente_adv	G3 X9.2- A9+ S7.1+
battere_verb con_prep forza_noun	E3- A1.1.1
battere_verb con_prep il_art martello_noun	A1.1.1  S7.1+ A1.5.1/N5++
battere_verb con_prep una_art canna_noun	G2.1 A1.1.1
battere_verb in_prep testa_noun	A1.1.1
battersi_verb per_prep	S8+
battito_noun cardiaco_adj	B1
battito_noun di_prep cigli_noun	B1 N6+
battuta_verb dal_prep vento_noun	O4.2-
battuta_verb di_prep arresto_noun	X2.4/A5.3 A15 Q1.2 T2- M5 I1.3
battuta_verb di_prep caccia_noun	G3 K5.1 M1 M2
battuta_verb di_prep entrata_noun	Q1.1 K5.1 K4
battuta_verb di_prep spirito_noun	E4.1+
battute_verb dal_prep vento_noun	O4.2-
battuti_verb dal_prep vento_noun	O4.2-
battuto_verb dal_prep vento_noun	O4.2-
batuffolo_noun di_prep cotone_noun	B5 O2 O4.5
becco_noun a_prep gas_noun	O2/O4.6+
bel_noun tipo_adj	O4.1 S2mf K4/S2mf S1.2 S2mf/A6.2- A4.1 O4.2+
bella_adj ragazza_noun	O4.2+ A5.1+
ben_adv conosciuto_verb	A10+ X2.5
ben_adv definito_verb	O4.1 A7+ A5.3
ben_adv informati_verb	X2.2+
ben_adv intenzionato_adj	A5.1+
ben_adv strutturato_adj	Q1.2 Q2.2 Q2.1 Q3 Q2.2/X9.1+ B1 A7+ A4.2+
bendare_verb gli_art occhi_noun	A1.1.1 B2/B3 X3.4-
bene_adv articolato_verb	Q1.2 Q2.2 Q2.1 Q3 Q2.2/X9.1+ B1 A7+ A4.2+
bene_adv informato_verb	X2.2+ S3.2
bene_adv mobile_adj	A9+ O2/G2.1
beni_noun extradotali_adj	O2
beni_noun immobili_adj	H1 O2
beni_noun mobili_adj	A9+ O2/G2.1
beni_noun parafernali_adj	O2
bere_noun come_prep una_art spugna_noun	O1.2 F2
bere_verb tanto_adv	F2++ F1++
bere_verb vino_noun	F2
bevanda_noun alcolica_adj	F2
bevanda_noun alcolica_adj	O1.2 F2 X5.2+ E1
bevanda_noun alcolica_adj alla_prep spina_noun	O1.2 F2 X5.2+ E1
bevanda_noun disgustosa_adj	F2/A5.1- O4.2-
biancheria_noun da_prep letto_noun	H5
biancheria_noun intima_adj	B5
biancheria_noun personale_adj	B5
bianco_adj come_conj la_art neve_noun	W4 O4.3
bibita_noun gassata_verb	O1.2 F2
bicarbonato_noun di_prep sodio_noun	O1.1 F2
bicchiere_noun col_prep manico_noun	O2
bidone_noun della_prep spazzatura_noun	O2 B3/H1@
biglietto_noun d'_prep alloggio_noun	G3/H4 A9
biglietto_noun da_prep visita_noun	B5 Q1.2 O1.1 I1.1/O2/Q1.1
biglietto_noun di_prep auguri_noun	B5 Q1.2 O1.1 I1.1/O2/Q1.1
biglietto_noun di_prep banca_noun	I1
biglietto_noun di_prep ingresso_noun	S7.4+/M1 P1 I1.3 Q2.2
biglietto_noun non_adv vincente_adj	N5--- Q1.2 O4.1 X9.2- X2.1- A1.9
biglietto_noun ridotto_verb	N1 A13.4 A13.6 N5 N5c
bilancio_noun pubblico_adj	I1 G1.1/I1 I1.3-
binario_noun tronco_adj	M3 O4.4
birra_noun alla_prep spina_noun	F2
birra_noun chiara_adj	F2
birra_noun di_prep malto_noun	F2/S4f
birra_noun scura_adj	F2 O1.1
biscotto_noun croccante_adj	F1
bisticcio_noun di_prep parole_noun	Q2.2
blocchetto_noun squadrato_verb	O2 C1
blocco_noun cavo_adj	A10- S8- K4% O2 H1 N5+ B3
blocco_noun cilindri_noun	A10- S8- O2
blocco_noun di_prep ghiaccio_noun	O1.1
blocco_noun di_prep legno_noun	K4% O2 H1 N5+
blocco_noun motore_adj	A10- S8- O2
blocco_noun psicologico_adj	E6- X1 B2-
boa_noun di_prep ormeggio_noun	O2 M4/M8
boa_noun di_prep salvataggio_noun	M4/O2 S8+
bobina_noun di_prep carta_noun	A1.1.1 Y1  O2
bocca_noun da_prep fuoco_noun	G3 O2 O3
bolla_noun di_prep sapone_noun	O2 E1 O4.5 X3.4 A1.1.1
bolla_noun papale_adj	Q2.1/A5.2 Q1.2
bolla_noun pontificia_adj	Q2.1/A5.2 Q1.2
bomba_noun a_prep mano_noun	G3
bomba_noun a_prep mano_noun antincendio_adj	G3
bomba_noun lacrimogena_adj	G3
bomba_noun lavica_adj	O1.1 E2- N3.8+ N5+
bomba_noun vulcanica_adj	O1.1 E2- N3.8+ N5+
bonifica_noun urbana_adj	A2.1+ G1.1
boom_noun economico_adj	N5++ I2.1/N5++ X3.2 A1.1.1 N5+++
bordo_noun della_prep strada_noun	O.2 M7
borsa_noun da_prep viaggio_noun	O2 B5
borsa_noun di_prep studio_noun	A10+/S1.1.3+ A10+ I1% A9- I1 T2+ S5+c
borsa_noun di_prep studio_noun	A5.1+/A9- I1.3+/A9- A9-
borsa_noun frigo_noun	O4.6-- O4.2++ O4.6-/O2
borsa_noun per_prep documenti_noun	I2.1 Q1.2
bozza_noun di_prep stampa_noun	Q1.2
bracciata_noun a_prep delfino_noun	A1.1.1/K5.1 M4
brano_noun citato_verb	Q2.2 Q1.2
brano_noun scelto_verb	Q2.2 Q1.2
bravi_adj	A5.1++ G2.2++ O4.2++ A5.1++/S2mf
breve_adj esame_noun	Q1.2 X2.4 X2.2
breve_adj periodo_noun	T1.3
breve_adj scontro_noun	A1.1.1 G3 G1.1/G1.2 S1.1.1 S3.1-
breve_adj visita_noun	S1.1.1 S3.1 S9% X7+
brillare_verb a_prep intermittenza_noun	A1.1.1 X3.4 O3 O4.3/N6+
brivido_noun di_prep freddo_noun	O4.6- B2-
bruciare_verb dal_prep desiderio_noun	O4.6+ E1 E2+ X7
bruciare_verb di_prep sdegno_noun	O4.6+ E1 E2-
bruciore_noun di_prep stomaco_noun	B2-
brusca_adj inversione_noun di_prep marcia_noun	M1 N5+/A2.1
brusca_adj rottura_noun	A1.1.1
brutta_adj copia_noun	A5.1- Q1.2 S1.2.4+ O4.2-/S2mf
buche_noun rimandate_verb alla_prep prossima_adj partita_noun	Z4
bulbo_adj oculare_noun	B1 X3.4
buon_adj nome_noun	O4.1 S2mf K4/S2mf S1.2 S2mf/A6.2- A4.1 O4.2+ A5.1 S7.2+
buon_adj tiratore_noun	G3/S2.2m K5
buon_adj umore_noun	E4.1+
buoni_adj uffici_noun	I2.2/S5+c G1.1c
buono_noun a_prep nulla_adj	A5.1-
busto_noun ortopedico_adj	B3 O2 X2.6/A1.1.1
buttar_verb fuori_adv	A1.1.1 M1 M2
buttare_verb fuori_adv	A1.1.1 M1 M2
buttare_verb giù_adv	F1/B1 A1.1.1 M2
cabina_noun di_prep manovra_noun	H1 H2 M3 M4 M5
cabina_noun passeggeri_adj	H1 H2 M3 M4 M5
cabina_noun per_prep lettura_noun	H2
cabina_noun telefonica_adj	I2.2/H1
caccia_noun alla_prep balena_noun	G3 K5
caccia_noun con_prep lo_art strascico_noun	M2 T1.3 S8- E2- M1
cacciare_verb conigli_noun	G3 K5
cacciare_verb di_prep frodo_noun	G2.1- G2.2- A9+ F1
cacciare_verb fuori_adv	M1
cacciare_verb via_adv	A1.1.1
cacciare_verb via_adv	M1 E3-
cacciatore_noun di_prep frodo_noun	G2.1-/S2mf A9+/S2mf
cacciatore_noun di_prep teste_noun	I3.1/S2m
cadere_verb a_prep terra_noun	A1.1.1 X3.2 M2 F1 X8+ K1 A1.7+ A2.2
cadere_verb di_prep peso_noun	A1.1.1 M1
cadere_verb di_prep schianto_noun	A1.1.1 M1
cadere_verb in_prep contraddizione_noun	A6.1-/Q2.2 A6.1-
cadere_verb la_art neve_noun	A1.1.1 W4
cadere_verb rumorosamente_adj	A1.1.2 X3.2 M1 N5-/A2.1 B1@
caduta_noun di_prep testa_noun	K5.1 B2- M1
caduta_noun rovinosa_adj	A1.1.1 A5.1-
calar_verb del_prep sole_adj	T1.2 W2
calcio_noun d’angolo_adj	A1.7+ S7.1+ M3 M6 K5.1
calcio_noun d’inizio_adj	K5.1 T2+
calcolare_verb approssimativamente_adv	A1.1.1/N2 A13.4 A5.3-
calcolare_verb il_art valore_noun	A5.1+ I2.2/I1.1+ Q3
calcolare_verb la_art durata_noun	X7+/T1 N3.1/T1
calcolare_verb la_art media_noun	N2
calcolatore_noun elettronico_adj	Y2
calpestare_verb cavalcando_verb	A1.1.1 M1
calpestare_verb i_art diritti_noun	A1.1.1 G2-
calza_noun corta_adj	O2 B5
calzoni_noun di_prep tela_noun	B5 E2+/S2mf O2 O1.1
cambiale_noun di_prep comodo_noun	G2.1 I1.2
cambiamento_noun di_prep opinione_noun	A1.1.1 X2 X6
cambiar_verb abito_noun	A2.1+ A1.1.1/B5
cambiar_verb vestito_verb	A2.1+ A1.1.1/B5
cambiare_verb abito_noun	A2.1+ A1.1.1/B5
cambiare_verb gradualmente_adv	P1 A11.1+/A2.1
cambiare_verb idea_noun	A1.1.1 X2 X6
cambiare_verb idea_noun	A2.1 S9
cambiare_verb opinione_noun	A1.1.1 X2 X6
cambiare_verb rotta_verb	A2.1 M2
cambiare_verb vestito_verb	A2.1+ A1.1.1/B5
cambiarsi_verb d'_prep abito_noun	A2.1+ A1.1.1/B5
camera_noun ammobiliata_verb	H2/H5 E2+ S8+ X7+
camera_noun ardente_adj	L1-/H1c H2
camera_noun da_prep letto_noun	H2
camera_noun mortuaria_adj	L1-/H1c H2
cameriere_noun addetto_verb ai_prep vini_noun	S7.1-/S2mf F2/S2mf I3.2
camminare_verb a_prep fatica_noun	M4 M1 A1.1.1
camminare_verb a_prep quattro_adj zampe_noun	M1 M3 N3.8-
camminare_verb a_prep stento_noun	M4 M1 A1.1.1
camminare_verb furtivamente_adj	M1/A10-
camminare_verb in_prep punta_noun di_prep piedi_noun	M1/X3.2-
camminare_verb strascicando_verb	A1.1.1 M1
camminata_noun veloce_adj	M1/N3.8+
cammino_noun faticoso_adj e_conj lento_adj	M1/N3.8- N3.8-/A1.1.1
campo_noun d'_prep aviazione_noun	M5/M7c
campo_noun da_prep golf_noun	M7 P1 M7/K5.1 T1.3 Z4
campo_noun di_prep baseball_noun	M7/K5.1 O4.4
campo_noun di_prep concentramento_noun	A2.1+ A5.1-/A2.1 H3 H4 O1 A6.3+ G2.1/M6 Q3%
canale_noun di_prep drenaggio_noun	B4/H2 M2/N5.1- M1 O4.5 A10-
canale_noun di_prep irrigazione_noun	M4 O2
canale_noun di_prep mulino_noun	O2
canale_noun di_prep scolo_noun	B4/H2 M2/N5.1- M1 O4.5 A10- M7
canale_noun di_prep scopo_noun	M4 O2 W3
cancellare_verb con_prep il_art bianchetto_noun	A1.1.1 A1.9 A10
cane_noun bastardo_adj	L2 A5.1-/S2mf O4.2-
cane_noun da_prep caccia_noun	E6- K5.1/S2mf L2mfn
cane_noun da_prep guardia_noun	L2 G2.1
canna_noun da_prep zucchero_noun	L3 O2
canne_noun per_prep tetti_noun	H1 O2
cantare_verb a_prep squarciagola_adv	E3- K2 N3.8+
cantare_verb armoniosamente_adv	X3.2/A5.1+ K2
cantare_verb forte_adj	E3- K2 N3.8+
cantiere_noun navale_adj	M4/M7 I3.1 I4
canto_noun del_prep gallo_noun	L2 Q2.2 L2/X3.2 Q2.1
canto_noun funebre_adj	K2 L1-
canto_noun lamentoso_adj	K2 X3.2/E4.1-
canzone_noun da_prep cantare_verb a_prep squarciagola_adv	E3- K2 N3.8+
capace_adj di_prep parlare_verb	Q2.2 Q2.1 Q3 Q2.2/X9.1+ B1 A7+ A4.2+
capacità_noun amministrativa_adj	X8 X9.1 I3
capacità_noun di_prep adattamento_noun	A2.1+
capacità_noun di_prep apprendimento_noun	E6- A9+ X9.1 P1
capacità_noun di_prep assorbimento_noun	A9+ S2/N5c O2/N5 F1/N5
capacità_noun di_prep direzione_noun	X8 S7.1 X6
capacità_noun di_prep recupero_verb	X9.1 A1.1.1
capacità_noun di_prep ripresa_noun	X9.1 A1.1.1
capacità_noun d’invenzione_noun	X2.1/A6.2- X9.1
capacità_noun mentale_adj	N3.2 N3.4 N5.1+ X9.1+ I3.1 X2
capacità_noun produttiva_adj	N3.2 N3.4 N5.1+ X9.1+ I3.1
capigliatura_noun folta_adj	O4 N3.7+
capire_verb male_adv	A5.3-
capitale_noun netto_adj	I1.1 G1.1 A5.1+ N3.2+ Q1.2 G2.1
capitano_noun di_prep vascello_noun	S7.1+/S2mf G3/S7.1+/S2mf M4/S2mf
capitare_verb per_prep caso_noun	A2.1+ A3+ X7-
capo_noun della_prep giuria_noun	S7.1+/I3.1/S2.2m S7.1+/G2.1/S2.2m
capo_noun di_prep accusa_noun	I1.3 O3 G2.1 G3%
capo_verb d’accusa_verb	I1.3 O3 G2.1 G3%
capogruppo_noun parlamentare_adj	G1
cappello_noun di_prep castoro_noun	O2
cappotto_noun pesante_adj	B5/O4.2
caramella_verb mou_noun	F1
carattere_noun dominante_adj	S7.1+ A11.1+ A11.2+ S1.2
carattere_noun mortale_adj	L1- S7.1-/E1
caratteristiche_noun personali_adj	S1.2 O4/S2mf
carbonato_noun di_prep sodio_noun	O1.1 F2
carcere_noun militare_adj	M7/M8 H1/G3 A1.7+
cari_adj saluti_noun	E1
carica_verb elevata_verb	S7.2+ S7.1 N3.2 N5
carne_noun salata_verb	O4.2- F1/A5.1-
carrello_noun a_prep mano_noun	M3 M3fn O2
carrello_noun portabagagli_noun	M3 M3fn O2
carro_noun botte_noun	M3 O2 G3/M3fn
carro_noun cisterna_noun	M3 O2
carro_noun di_prep scorta_noun	O2 M3
carro_noun funebre_adj	L1-/M3mn
carro_noun merci_noun	O2 M3
carrozza_noun da_prep nolo_noun	M3fn
carrozza_noun viaggiatori_adj	M3fn
carta_noun celeste_adj	Q1.2 O2
carta_noun costituzionale_adj	G1.1 O1/A1.8+ I2.2 I3.2% Q1.2
carta_noun del_prep punteggio_noun	B5 Q1.2 O1.1 I1.1/O2/Q1.1 K5.2
carta_noun di_prep quadri_noun	O1.1 O4.4 O2/K5.2
carta_noun idrografica_adj	Q1.2 Q2.2 Q1.2/N2 Q1.2/W3 O2/S8
carta_noun nautica_adj	Q1.2 Q2.2 Q1.2/N2 Q1.2/W3 O2/S8
carta_noun vetrata_adj	O1.1
carte_noun di_prep alta_adj qualità_noun	A5.1+ A5.3 O2 Q1.2 I1.1
cartello_noun di_prep sfida_noun	I2.1/S5+c G3
cartellone_noun pubblicitario_adj	I2.2/Q2.1 X2.2+ A10+
cartolina_noun postale_adj	Q1.2
cartone_noun animato_verb	Q4.3 C1
cartuccia_noun a_prep salve_noun	N5--- G3 O4.1 X9.1- X2.1- A1.9
casa_noun bifamiliare_adj	S4 M7
casa_noun colonica_adj	F4 F4/M7 H1 H4 A1.7
casa_noun del_prep pastore_noun	M7
casa_noun dello_prep studente_noun	H2 H4/S2mf
casa_noun di_prep cura_noun psichiatrica_adj	G1.1 B3/H1c
casa_noun editrice_adj	I2.2 Q1.2
casa_noun galleggiante_adj	H1/M4fn
casa_noun padronale_adj	M7
casa_noun parrocchiale_adj	M7 S9
casa_noun signorile_adj	H1 M7
casetta_noun di_prep legno_noun	H1 H2 O1.1 O2
cassa_noun armonica_adj	O2 K2
cassa_noun comune_adj	I1.1 S5
cassa_noun di_prep risonanza_noun	O2 K2
cassone_noun pneumatico_adj	O2
castano_adj ramato_noun	O4.3
castano_noun dorato_verb	O4.3
catena_noun dell’ancora_verb	O3 O2 Q1.3 Q4.3
catena_noun montuosa_adj	A1.7+ S5+/I2.1c O2 M7/W3
cattiva_adj fama_noun	A5.1- G2.2-
cattiva_adj reputazione_noun	A5.1- G2.2-
cattivo_adj servizio_noun	A1.1.2 S8- A5.1-
cattivo_noun stato_verb	A1.1.2 B2- A5.1-
causa_noun del_prep successo_null	A1.1.1 G2.2 X9.2+
causa_noun della_prep fortuna_noun	A1.1.1 G2.2 X9.2+
causa_noun di_prep inabilità_noun	A1.8-/I3.2 A1.8-/S7.3 A1.8-/K5
causa_noun di_prep incapacità_noun	A1.8-/I3.2 A1.8-/S7.3 A1.8-/K5
causare_verb spreco_noun	N5.2+ X9.2- N3.2-/A2.1
cavalcare_verb a_prep briglia_noun sciolta_verb	A1.1.1 M1
cavallo_noun a_prep dondolo_noun	E2+ K6
cavallo_noun arabo_adj	L2mfn
cavallo_noun corridore_adj	L2
cavallo_noun da_prep caccia_noun	K5.1/L2mf L2mfn K1/L2mf
cavallo_noun da_prep corsa_noun	L2
cavallo_noun da_prep nolo_noun	L2mf M3/L2mf
cavallo_noun da_prep sella_noun	L2mf M3/L2mf S1.2
cavalluccio_noun di_prep legno_noun	E2+ K6
cavo_noun di_prep sbarramento_noun	N5++ X3.4 O2 H2/M4
cavo_noun telefonico_adj	O3 O2 Q1.3 Q4.3
cavo_noun vecchio_adj usato_verb per_prep calafataggio_noun	O4.2- M4%fn
cedere_verb bombe_noun	G3 E2- N3.8+
cedimento_noun con_prep scoppio_noun	A1.1.2 A1.1.1/E3 N5
cellula_noun fotoelettrica_adj	O2 O3 X3.4
cenno_noun di_prep comando_noun	I2.2 Q2.2
centro_noun commerciale_adj	I2.2/H1c M7
centro_noun termale_adj	M7/O1.2
centro_noun vitale_adj	B1 A11.1
cera_noun cinese_adj	O2
cera_noun d'_prep api_noun	O2
cera_noun d'_prep insetti_noun	O2
cera_noun di_prep Spagna_pnoun	A1.1.1 N3.2+/A2.1 A2.1+ B4 O1.1
cera_noun vegetale_adj	A1.1.1 N3.2+/A2.1 A2.1+ B4 O1.1
cercare_verb a_prep tastoni_adv	X3.3 X2.4 X3.3/S3.2@
cercare_verb a_prep tentoni_adv	X3.3 X2.4 X3.3/S3.2@
cercare_verb di_prep conquistare_verb	A1.1.1 X8+ X2.4 M1
cercare_verb di_prep far_verb rialzare_verb	B4 A1.1.1
cercare_verb di_prep ottenere_verb	A1.1.1 X8+ X2.4 M1
cercare_verb di_prep raggiungere_verb	A1.1.1 X8+ X2.4 M1
cerimonia_noun nuziale_adj	S4
cerniera_noun lampo_adj	B5/O2 O2
certificato_noun di_prep concessione_noun dei_prep terreni_noun demaniali_adj	A11.2+ A9+ O4.1 A9+/Q1.2
certificato_noun penale_adj	Q1.2 G2.1
cervice_noun uterina_adj	B1
cervo_noun maschio_adj	L2m
cesta_noun per_prep posate_noun	F1/H5 F1/O2
cesto_noun di_prep giunco_noun	S1.2.5- O4.1 O2
ceto_noun elevato_adj	A5.1 S7.1
che_conj abbraccia_verb tutto_adv	S3.2 S8+ A1.8+
che_conj comprende_verb tutto_adv	S3.2 S8+ A1.8+
che_conj cosa_noun	X2.1 Z8 Z5
che_conj ha_verb un'_art emorragia_noun	A13.3 Z4 B2-
che_conj non_adv sa_verb nuotare_verb	M4-/S2mf
che_conj non_adv taglia_verb	O4.5 A5.2+ A1.5.2-
che_conj non_adv vale_verb nulla_adv	A1.1.1 S2mf/A5.1- O2/A5.1-
che_conj offre_verb alternative_adj	A6.1- N6
che_conj offrono_verb alternative_adj	A6.1-
che_conj perde_verb sangue_adj	A13.3 Z4 B2-
che_conj piange_verb facilmente_adv	E4.1- Q4.3/E4.1-
che_conj possiede_verb un_art ranch_noun	F4/S2mf
che_conj posto_verb	M7
che_conj si_pron adatta_verb	A2.1+
che_conj si_pron adattano_verb	A2.1+
che_conj si_pron avvicina_verb	A13.4 A5.3- M1
che_conj si_pron fa_verb al_prep chiuso_adj	M6 G2.1@ Z5
che_conj si_pron fa_verb al_prep coperto_noun	M6 G2.1@ Z5
che_conj si_pron impiccia_verb dei_prep fatti_noun altrui_adj	A1.1.1 X5.1+ A1.1.1/N5+
che_conj si_pron intromette_verb	S1.1.3+++
che_conj si_pron muove_verb	M1
che_conj si_pron muove_verb a_prep scatti_noun	M1
che_conj si_pron riferisce_verb a_prep questo_pron	Z5
che_conj turba_verb l’ordine_verb pubblico_adj	G2.2- O4.2-
che_conj turbano_verb l’ordine_verb pubblico_adj	G2.2- O4.2-
che_conj va_verb bene_adv	A12+ S8+ A5.1
che_pron afferra_verb	A9+/S2mf
che_pron appassisce_verb	O4.2- O4.1 L1-
che_pron aspetta_verb	A1.1.1 T1.1 T1.3
che_pron aspira_verb	X7+
che_pron attende_verb	A1.1.1 T1.1 T1.3
che_pron batte_verb	E3- X3.2 B1 N5+
che_pron bisbiglia_verb	Q2.1 X3.2
che_pron cammina_verb in_prep punta_noun di_prep piedi_noun	M1/X3.2-
che_pron collega_verb	M6 N4 Z5
che_pron compone_verb	A1.8+ G1.2/S2mf O1/A1.8+
che_pron conferisce_verb il_art potere_noun	S8+
che_pron consiglia_verb	S8+
che_pron costituisce_verb	A1.8+ G1.2/S2mf O1/A1.8+
che_pron cresce_verb verso_prep l'_art interno_noun	N3.2+/M6
che_pron dà_verb origine_noun	T2+/S2mf
che_pron fa_verb la_art politica_noun dello_prep struzzo_noun	G1.2
che_pron ha_verb il_art diritto_noun di_prep voto_noun	A1.8+ G1.2/S2mf
che_pron ha_verb le_art lacrime_noun in_prep tasca_noun	E4.1- Q4.3/E4.1-
che_pron ha_verb paura_noun	E5- E4.1-
che_pron inaridisce_verb	O4.2- O4.1
che_pron incute_verb timore_noun	O4.2+ E5- G2.2-
che_pron indossa_verb	B5/S2mf
che_pron interferisce_verb	S1.1.3+++
che_pron interrompe_verb	A1.1.2/O2 K1/S2mf K5.1/S2mf O3
che_pron lascia_verb il_art seno_noun scoperto_verb	B5-
che_pron offre_verb alternativa_noun	A6.1- N6
che_pron offrono_verb alternativa_noun	A6.1-
che_pron picchia_verb	E3- X3.2 B1 N5+
che_pron possono_verb essere_verb adattate_verb	A2.1+
che_pron possono_verb essere_verb adattati_verb	A2.1+
che_pron prende_verb	A9+/S2mf
che_pron può_verb essere_verb adattata_verb	A2.1+
che_pron può_verb essere_verb adattato_verb	A2.1+
che_pron resta_verb	A13.2 T2- M6
che_pron rompe_verb	A1.1.2/O2 K1/S2mf K5.1/S2mf O3
che_pron sa_verb adattarsi_verb	A2.1+
che_pron sanguina_verb	A13.3 Z4 B2-
che_pron sanno_verb adattarsi_verb	A2.1+
che_pron sbadiglia_verb	B1 A1.1.1/S2mf
che_pron scalda_verb	O4.6+
che_pron serra_verb	A1.7+/A2.1
che_pron serve_verb da_prep ammonimento_noun	A5.1++ A1.3+
che_pron serve_verb da_prep modello_noun	A5.1++ A1.3+
che_pron serve_verb di_prep esempio_noun	A5.1++ A1.3+
che_pron soffre_verb di_prep afasia_noun	B2-/X2/Q2-
che_pron soffre_verb il_art mal_noun di_prep mare_noun	B2-/M4
che_pron soffrono_verb di_prep afasia_noun	B2-/X2/Q2-
che_pron sta_verb diventando_verb calvo_adj	B1
che_pron sta_verb in_prep punta_noun di_prep piedi_noun	M8/X3.4
che_pron sta_verb perdendo_verb i_art capelli_noun	B1
che_pron stringe_verb	A1.7+/A2.1
che_pron sventola_verb	A1.1.1 M5
che_pron tende_verb ad_prep incarnirsi_verb	N3.2+/M6
che_pron toglie_verb il_art respiro_noun	O4.2+ B2-
che_pron trattiene_verb il_art respiro_noun	B1/A12- X5.2+
che_pron va_verb verso_prep il_art basso_adj	F1/B1 A1.1.1 M6 N4 N5-- E4.1- S7.1- N3.1 O1.1 L2 Z5
che_pron vorrebbe_verb essere_verb	X7+
chi_pron abbrustolisce_verb	F1/S2mf
chi_pron agisce_verb	A1.1.1/S2mf K4/S2.2m A1.1.1/S2mf@
chi_pron allaccia_verb	A1.1.1/S2mf N3.7 S5+c A4.1 S7.1
chi_pron brinda_verb	A1.1.1 F2/S2mf
chi_pron fa_verb	A1.1.1/S2mf
chi_pron fa_verb baldoria_noun	S1.1.3+/F2 S1.1.3+/F2/S2mf X3.2
chi_pron lega_verb	A1.1.1/S2mf N3.7 S5+c A4.1 S7.1
chi_pron porta_verb la_art barba_noun	A9+/S2mf
chi_pron pratica_verb il_art jogging_noun	K5.1/S2mf
chi_pron recita_verb una_art parte_noun	K4/S2.2m A1.1.1/S2mf@
chi_pron rimuove_verb	O2 O1 M2/S2mf
chi_pron si_pron muove_verb a_prep sobbalzi_noun	M1/S2mf
chi_pron sta_verb seduto_verb	M8/S2mf
chi_pron tosta_verb	F1/O3
chiacchierata_verb in_prep rete_noun	Q2.1/Y2
chiamare_verb alle_prep armi_noun	Q1.2 G3 M2
chiamare_verb in_prep giudizio_noun	G2.1 Q2.2
chiamare_verb pomposamente_adj	S7.2+
chiamata_noun alle_prep armi_noun	Q1.2 G3 M2 Q1.2/I1
chiaro_adj e_conj tondo_adj	A13.2 N5.2+
chiaro_adv di_prep luna_noun	W2/W1
chiave_noun di_prep volta_noun	H2 A11.1+
chicco_noun d'_prep uva_noun	F1 L3
chiedere_verb insistentemente_adv	X7+
chiedere_verb l'_art elemosina_noun	A1.1.1
chiedere_verb scusa_noun	Q2.2/S1.2.4+
chiudere_verb col_prep catenaccio_noun	A1.7+ F1/B1@ N3.2++/A2.1@
chiudere_verb col_prep chiavistello_noun	A1.7+ X5.1+
chiudere_verb con_prep un_art lucchetto_noun	A1.7+
chiudere_verb con_prep un_art muro_noun	H2
chiudere_verb con_prep una_art diga_noun	H1/M4
chiudere_verb un_art occhio_noun	B1 O4.3/N6+
chiudersi_verb con_prep un_art bottone_noun automatico_adj	A1.1.2 A1.1.1 A10-
cialda_noun per_prep sigillare_verb	F1 A10-
