language,word,NoneExpert1_tags,NoneExpert2_tags,NoneExpert3_tags,NoneExpert4_tags,gold standard tags
it,rovinato,"A1.1.2, O2, O1.1, C1","A1.1.2, Z84, S1.2.2","Z84, Z85, S1.2.2","A1.1.2, S1.2.2","[A1.1.2, E3, O4.2]"
it,rovinoso,A5.1,"A5.1, O2",A5.1,"W4, W3, A5.1, H1, W1","[E3, A1.1.2, A5.1]"
it,rumoroso,"X3.2, E3, Q1.1","X3.2, Z84","X3.2, K3, K2, M3, M7",X3.2,[X3.2]
it,ruscello,W3,"E1, Z85, W3, O4.6, W5","W3, O4.6, W5",W3,"[W3, M4]"
it,sabbia,O1.1,"O1.1, Z85, A1.1.1, K1, C1",O1.1,"B1, Z84, Z85, A1.1.1",[O1.1]
it,saccheggiare,"A9, G2.1, A1.1.2","A1.1.2, E3, G2.1, S1.1.2, A9, S1.2.2","Z84, Z85, S1.2.2, A9","G2.1, S1.2.2, A9, E3, A1.1.2","[G2.1, A9, A9, E3, G2.1, S3.2, A1.1.2]"
it,sacco,"A9, Z84, L2, O2, I1.1, B5, K6","B5, Z84, Z85, M7, A9, L2, K5.2, I1.1","O2, B5, A9, Z4","B5, I1.1, A9","[B5, O2, B1]"
it,sacerdote,"S9, X2.1, P1",S9,"X2.4, Z84, Z85, O4.2, X2.1","S9, X2.1","[S9, S2]"
it,sagacia,"X2.2, X9.1, S1.2.6, A1.6, X4.1","S1.2.6, X9.1, X2.2","X7, Z84, Z85, X2.2, S9, X3.4, S1.2.6","X9.1, X2.2, X7, X4.1, S1.2.6","[X4.1, X3.4, X7, X9.1, X2.2, S1.2.6]"
it,sagoma,"O4.4, O4.1, A6.1","O4.4, O4.1","O4.4, O4.1","O4.4, E4.1, A6.1","[O4.4, Q1.2, A6.1, A4.1]"
it,sagomato,"A1.1.1, Z84","A1.1.1, Z84, O1.1, C1",A1.1.1,O4.4,[O4.4]
it,sala,H2,"H2, Z84, G1.1, G1.2","H2, G1.1, G1.2, H4",Z84,[H2]
it,salario,"I1.1, I3.1, A9, I1.2","I2.1, A9, I3.1, I1.1, I1.2, Z84, T1.1.3","A9, Z84, Z85, I1.2","I1.1, I2.1, A9, Z84","[I1.1, I3.1]"
it,saldamente,"O4.4, N3.2, A1.7, A12, N5, H2, H5","A13.2, A13.3","S1.2.2, Z84, A12, N5, N3.2, F2, B5, A1.7, O4.4","M8, A5.1, Z5, A12","[A1.7, O4.4, A12]"
it,salire,"H2, M6","M1, X3.2, A1.1.1, N3.3, M6, X9.2, I3.1","M1, A1.1.1","Z84, Z85, M6, N5, X3.2, N3.3","[A1.1.1, M1, M6, N3.7, X9.2, A2.1, N5, A2.1, N3.3]"
it,saltellare,"K1, K2, E4.1, K5.1","K1, K2","E4.1, K1, K2, M2, M1, A1.1.1","M1, A1.1.1, M2, E4.1, K2, K1","[E4.1, K1, K2]"
it,posticipare,"T1.1.3, Z84","T1.1.3, S6, Z84, S1.1.1",T1.1.3,T1.1.3,[T1.1.3]
pt,patamar,"A13.1, H2","H2, A13.1",,,"[A13.1, H2]"
pt,vazante,"N5, W3","N5, M7",,,"[W3, M4, N5, A2.1]"
pt,entalho,C1,,,,[C1]
pt,controle,"S7.1, A1.7","S7.1, O2, A1.7",S7.1,"A1.7, S7.1, A1.1.1, E1, S7.2","[M6, S7.1, A1.7, O2]"
pt,guarda-chuva,B5,"B5, O2",B5,B5,[B5]
pt,lazer,"K1, Z84, Z85, E3",K1,K1,K1,"[E3, K1]"
pt,detalhado,A4.2,A4.2,,,[A4.2]
pt,quadro,Q1.2,"C1, O2, O4.4, X9.1, P1","I1.3, Z84, O4.4","T2, Z84, Z85, X2.4, A15, I1.3, M5, Q1.2","[O3, O2, Q4.3]"
pt,instrumental,"K2, K3, B3",K2,K2,"K2, A2.2",[K2]
pt,areia,O1.1,O1.1,"O1.1, W3",,[O1.1]
pt,falsificador,"G2, A5.4","G2, A5.4","G2, A5.4",,"[A5.4, G2]"
pt,pau,"O1.1, O2","O2, L3, O1.1","O2, L3, O1.1, C1",,"[O1.1, L3, O2]"
pt,converter,"A2.1, S9","S9, A2.1","S9, A2.1, N2","A2.1, S9","[A2.1, S9]"
pt,ajudar,"S8, Z84, Z85, A1.1.1","S8, Z84, Z85, A1.1.1","A1.1.1, S8",,[A1.1.1]
pt,estrelar,"W2, A1.1.1, M2",,,,"[F1, A1.1.1, W2]"
pt,afogado,"A15, X9.2","A15, X9.2",,,"[A15, X9.2]"
pt,escoltar,"A1.1.1, Z84, Z85, M4, M5, M3, X3.4","X3.4, M3, M4, M5, A1.1.1",,,"[A1.1.1, A15, X3.4, A15, M3, M4, M5]"
pt,pretendente,"Z85, S3.2, X7, I2.2","X7, S3.2, I2.2","I2.2, X7, S3.2","T2, X7, Z84, Z85, I2.2, S3.2, Q2.2, G3","[S3.2, S2.2, I2.2, S5]"
pt,"voluntário","X7, I3.1, G3","I3.1, X7","X7, I3.1",S8,"[I3.1, I1.1, S2, I3.1, X7, S2, G3, S2]"
pt,recalcitrante,"S1.2, S8",S8,"S1.2, X7, X2.1",,"[S8, S1.2]"
pt,alimentar,F1,"F1, F2, A9, S8","A9, S8, F1","F1, S8","[F1, A9, S8]"
pt,faltar,"S1.1.3, Z84, Z85, N5, A5.3, S4, M2","N5, A5.3, S1.1.3","N5, S1.1.3, A5.3","N5, S1.1.3","[A5.3, S1.1.3, N5]"
pt,azarar,"X2.1, A1.4, A15","X2.1, A15, A1.4",,,"[A15, A1.4, X2.1]"
pt,açougueiro,"F1, L1, I2.2",F1,"L1, F1","L1, F1, I2.2, I2.1","[F1, S2, L1, S2]"
pt,marcar,"O4.1, Z84, Z85, Q1.2, A1.1.1, A2.2, A5","O4.1, A5, A1.1.1, A2.2, Q1.2","Q1.2, O4.1, A1.1.1, A5, A2.2","A5, Z84, Q1.2","[O4.1, A1.1.1, A2.2, Q1.2, A5, P1]"
pt,motivo,"X2.1, A2.2, Z84, Z85","A2.2, Z84, Z85, X2.1","X2.1, A2.2","A2.2, X2.1, A5.2, E1","[A2.2, X2.1]"
pt,alisar,"A2.1, O4.4","A2.1, O4.4, Z84, Z85",,,"[A2.1, O4.4]"
pt,varredor,"I3.1, I3.2",I3.1,I3.1,"I3.1, B4, I3.2",[I3.1]
pt,sangue-frio,"E3, E1","E3, E1, E2",,,"[E1, S1.2, E3]"
pt,desvantagem,A5.1,A5.1,A5.1,,[A5.1]
pt,panfleto,"Q1.2, Q4.2, Q4.1","Q1.2, O2","Q4.1, Q1.2",,"[Q1.2, Q4.1]"
pt,lama,"O1.2, O1.1",O1.2,"O1.2, O1.1","O1.1, O1.2","[O1.1, O1.2]"
pt,falir,"I2.1, Z84, I1.2",,,,"[I1.2, I2.1]"
pt,círculo,"O4.4, S5","O4.4, S5","S5, Z85, O4.4","S5, Z85, O4.4","[O4.4, S5]"
pt,sapo,L2,L2,L2,L2,"[L2, L2, n]"
pt,anexo,"S5, Z84, Z85, A2.2, W3, G3","A2.2, A1.8, H2, H3, S5","A2.2, S5",,"[S5, A2.2]"
pt,final,"T2, N4, X7, M6","T2, N4, K5.1, M6, K4, Z84, X7","M6, Z84, N4, K5.1, M4, Y2, T2, X7","K5.1, Z84, T2, M6, N4","[K4, T2, T2, M5, H1, M4, H1, O3, Y2, K5.1, M6, O2, X7, N4]"
pt,lasca,"O2, Z84, S7.3, C1",O2,,,[O2]
pt,momento,"T1.2, T1.1.2","T1.2, T1.1.2, T1.3","T1.2, T1.1.2, A1.6, A11.1, E4.1, E2",,"[T1.2, T1.1.2]"
pt,privar,A9,"A9, A1.7",,,"[A9, A1.7]"
pt,inibir,"S8, Z84, Z85, A1.7, A1.8","A1.8, Z84, Z85, A1.7, S8","S8, A1.8, A4.1","A1.7, A1.8, S8, E6, G1.1","[S8, A1.7, A1.8]"
pt,controvérsia,"Q2.2, Z84, Z85, Q2.1","Q2.1, Q2.2","Q2.2, Q2.1","A1.3, A12, E1","[Q2.1, Q2.2]"
pt,entrevistar,"Q2.1, S1.1.3","S1.1.3, Q2.1","S1.1.3, Q2.1",,"[Q2.1, S1.1.3]"
pt,coxim,"H5, B1","H5, O2",,,[H5]
pt,túmulo,"L1, M7","E4.1, L1",,,"[L1, H1, M7, L1]"
pt,companhia,"I2.1, Z84, Z85, S3.1, K4, S5","S5, I2.1",,,"[I2.1, S5, S5, S3.1, K4, S5]"
pt,aperceber,"X2, Z84, Z85, X2.5","X2, X2.5","X2.5, X2",,"[X2, X2.5]"
pt,distância,N3.3,"N3.3, W3","N3.3, W3, S1.2.1","N3.3, S1.2.1, W3","[A6.1, W3, N3.3, S1.2.1]"
pt,barato,"I1.3, A5","A5, I1.3",,,[I1.3]
pt,armadilha,"A1.7, Z84, A15","A1.7, A15","A1.7, A15","A15, A1.7, Z85, Z84","[A1.7, A15]"
pt,encardir,O4.2,"O4.2, O4.3","O4.2, O4.3","O4.2, S7.2, B4","[O4.2, O4.3]"
pt,chamar,"Q2.2, Z84, Q1.3","Q2.2, Q1.3",,,"[Q2.2, S1.1.1, Q1.3, A11.2]"
pt,suíno,"L2, L1, B4, A3, F1",,,,[L2]
pt,desvario,X2,X2,"X2, A2.1, A1.6","A2.1, X2.5, S1.1.3","[A2.1, X2]"
pt,cópia,"A5.4, A6.1, Q1.2","A5.4, Q4.2, A1.1.1, A6.1, Q4.1, Q1.2","Q4.1, Q4.2, A6.1, A5.4, Q1.2, A1.1.1","A5.4, Q1.2, Q4.1, A6.1","[A5.4, Q4.1, Q4.2, Q1.2, A6.1, A1.1.1]"
pt,viral,B3,"L2, Z84, B3","L2, Z84, Z85, B3, S1.1.3","L2, Y1, Z84","[L2, B3]"
pt,confiar,"E6, X2.1",,,,"[Q2.2, A10, X2.1, A9, E6]"
pt,ignóbil,"A5.1, E2, A3, S1.2.4",A5.1,,,"[A5.1, E2]"
pt,reclamação,"E2, Q2.2",Z88,"E2, Q2.2","E2, Z84, Q2.2, E6","[E2, Q2.2, E2]"
pt,admissível,"S7.4, A1.8","S7.4, A1.8","S7.4, A1.8, A2.1, A4.1",,"[S7.4, A1.8]"
pt,exercer,"S7, A1.1.1","S7, A1.1.1","A1.5.1, A1.1.1, S7, A2.1, A9",,"[A1.1.1, A1.5.1, S7]"
pt,pétreo,"O1.1, O4.1",,,,"[O4.1, O1.1]"
pt,madame,S2.1,,,,"[S2.1, S3.2, S2.1]"
pt,azular,"A2.1, Z84, W3, A8",A2.1,"C1, M1",A2.1,[A2.1]
pt,profundidade,"N3.3, A4.2","A4.2, Z84, Z85, N3.3","N3.3, A4.2, A8, H3",,"[N3.3, A4.2]"
pt,ingénuo,S1.2.6,"S1.2.6, Z84",S1.2.6,,[S1.2.6]
pt,prateleira,"H5, O2","O2, H5",,,"[H5, O2]"
pt,"tática","X2, X4.2, X6, X2.1, S1.1.1","X2, X4.2","X2, X4.2",X2,"[X4.2, X2]"
pt,real,"A5.2, Z84, Z85, S7.1, A14, A13.3, A5.4, A3, I1.1","A5.4, A5.2, A3, A14","A5.4, A5.2, A3","A5.4, A14, A5.2",[A5.4]
pt,parado,M1,"T2, M1, M8",,,"[M8, T2, M1]"
pt,golpe,"A1.1.2, X3.3, G3, E3, A2.1, A1.1.1","X3.3, A1.1.2, E3, G3","X3.3, E3, A1.1.1, G1.2, A1.1.2, G3, A2.1, I2.1",,"[A1.1.2, A2.1, E3, X3.3, I2.1, G1.2, A1.1.1, G3]"
pt,utilização,"A1.5.2, A1.5.1","A1.5.2, A1.5.1","A1.5.1, A2.2, A1.5.2, A4.2, A13.6, A13.7, A5.1","A1.5.1, A1.5.2","[A1.5.1, A1.5.2]"
pt,distribuir,"M2, A9","M2, A9","M2, A9, A2.1, N2","A9, M2","[A9, M2]"
pt,lança,"G3, O2","G3, O2",,,"[G3, O2]"
pt,superlativo,"Q3, A5.1, A6.3","Q3, Z8, Z5, A5.1","A5.1, Q3","Q3, A5.1","[A5.1, Q3]"
pt,nível,"S7.1, N3.7","S7.1, A5.1, N5, N3.7","A5.1, N5, N3.7, S7.1","N3.7, N5","[N3.7, N5, A5.1, S7.1]"
pt,imbecilidade,"X9.1, Z84","A1.6, X9.1, A1.3, Z84","X9.1, Z84","X9.1, Q2.1, P1",[X9.1]
pt,intervenção,S8,S8,"S8, S1.1.3, E6","A5.1, A2.1, A2.2","[S1.1.3, S8]"
pt,retiro,"A10, M7",,,,"[M7, A10]"
pt,revelação,"Q2.1, A10, Q2.2",,,,"[A10, A2.1, A5.1, A2.1, Q2.1, Q2.2]"
pt,determinar,"X6, A5.3, A7, A1.7",X6,"A1.7, Z84, Z85, X6, A7, A5.3","A1.7, A7, A5.3, X6","[A1.7, X6, A5.3, A7]"
pt,vara,"O2, Z85, I3.1","I3.1, O2",O2,,"[I3.1, G2.1, I3.1, O2]"
pt,vestir,"O4.1, Z84, B5","O4.1, B5","B5, O4.1",,"[B5, O4.1]"
pt,falhar,"X9.2, A5.1",X9.2,"X9.2, A5.1","A5.1, X9.2","[X9.2, A5.1]"
pt,bolso,"B5, O2","O2, B5, I1.1",,,"[B5, O2, I1.1]"
pt,registrar,"Q1.2, Z85, K3","K3, Q1.2","K3, Q1.2","K3, Z84, Q1.2, A4.1, A1.8","[Q1.2, K3, Q1.2, G1.1, A9, X2.5]"
pt,meditativo,X2.1,X2.1,"X2.1, E1, A5.3, E3, E2, E6","X2.1, A5.3, A1.3, N2, G1.2",[X2.1]
pt,sessão,"T1.3, S1.1.1, S1.1.3",T1.3,"T1.3, Z84","T1.3, Z84","[T1.3, T1.3, G1.1, T1.3, G2.1, T1.3, K1]"
pt,"ágil",N3.8,,,,"[X2.2, A15]"
pt,alijamento,"A1.8, Z84, Z85, M2, M1, I2.2","A1.8, M2","M2, A1.8",,[A1.8]
pt,aguar,A1.1.1,A1.1.1,A1.1.1,,[A1.1.1]
pt,pois,Z5,Z5,Z5,,"[A5.1, S8, M6, Z5, Z5, A2.2]"
pt,casca,"B1, F1, L3","B1, L2, F1","B1, L3, F1",,"[B1, F1, L3, L2, X3.3, L3, O1, L3, F1]"
pt,ecoar,"X3.2, Q2",X3.2,"X3.2, Q2","X3.2, Q2","[X3.2, Q2]"
pt,comoção,Z84,Z84,E1,"A1.1.1, A2.2, S1.1.1, S1.1.3, S5",[E1]
pt,irritado,E3,E3,,,[E3]
pt,creditar,"A5.1, I3.2",,,,"[A5.1, I1.1, I3.2]"
pt,apreender,"G2.1, A9, A1.7","A9, A1.1.1, G2.1","A1.7, G2.1, A1.1.1, A9","G2.1, A1.7, A9","[G2.1, A1.7, A9, A1.1.1]"
pt,assente,"M8, O2, H5",,,,"[M8, X6]"
pt,meio-termo,"S1.2.1, Z84, Z85, N2, S1.2.2","N2, Z84, S1.2.1, M6",,,[N2]
pt,cartaz,"Q1.1, Z84, Q1.2","Q1.2, Q1.1","Q1.1, Z84, Q1.2",I2.1,"[Q1.2, Q1.1]"
pt,encargo,"S6, G1.1","S6, G1.1, I1.3, I2.2","S6, G1.1",,"[I1.3, S6, G1.1, I1.3]"
pt,eclipse,"W1, W3","W3, W1",,,"[W1, W3]"
pt,lubrificante,O1.2,O1.2,,,[O1.2]
pt,escolta,"A15, Z84, Z85, M3, M5, M4","A15, Z84, Z85, M5, M3, M4","A15, M3, M4, M5",,"[A15, I3.2, S2, M3, M4, M5]"
pt,termos,Q3,,,,[Q3]
pt,vôo,"M1, Z84, Z85, M5","M1, M5","M5, M1","M1, M5","[M5, M1]"
pt,entorpecido,E1,E1,Z84,"X2.5, X9.1",[E1]
pt,divisão,"N2, G2.1, A6.1",,,,"[A6.1, N2, G2.1, S5]"
pt,divagação,"Q2.1, Z84, Z85, X2, A3, Q1.1",,,,"[X2, Q2.1]"
pt,parar,"M8, T2, M1, I3.1, Z84, Z85","M8, M1, T2","M8, M1, T2, I3.1","M1, T2, I3.1, M8","[T2, I3.1, M1, M8]"
pt,escora,O2,O2,,,[O2]
pt,apertado,"A1.7, N5, N3.7","N3.7, A1.7, N5","N3.7, A13.6, A1.7, N5",,[N3.7]
pt,"adversário","S1.2.1, S7.3","A6.1, S1.2.1, S7.3","S7.3, S1.2.1","S1.2.1, S7.3, S7.2","[A6.1, S7.3, S2, S1.2.1, S2, S7.3, S2]"
pt,avulso,"A4.2, Z84, Z85, A1.7, N3.1, E1, S3.1","A4.2, A1.7","A1.7, N3.1",,[A1.7]
pt,conduto,"M3, M4, M5","M3, M5, M4","M3, M5, M4, M7",,"[M3, M4, M5]"
pt,agregar,"S5, N5","N5, S5, A2.1",,,"[S5, N5]"
pt,filiar,"S5, Z84",,,,"[N5, S5]"
pt,fotografia,C1,C1,C1,"C1, Z84",[C1]
pt,verruma,O2,O2,O2,,[O2]
pt,buraco,"K5.2, Z84, Z85, X9.2, M7, H4, O4.1, W3, B1, W1","M7, W3, X9.2",,,"[W3, H4, L2, M7, O4.2, K5.2]"
pt,mesa,H5,H5,H5,"H5, Z84, O2",[H5]
pt,determinante,N2,N2,"N2, Z84","N2, Z84",[N2]
pt,contíguo,"M6, S5","M6, S5",M6,"M6, Z5, M7, H3, H4","[S5, M6]"
pt,bojo,O2,,,,"[O2, X3.2]"
pt,motorizar,"Z84, A1.1.1, A2.1","A2.1, A1.1.1",,,"[A1.1.1, A2.1]"
pt,falsificar,"A5.4, G2","A5.4, Z84, G2, G2.1",,,"[A5.4, G2]"
pt,ambicioso,"X7, S7.3","X7, E1","Z84, X7","E1, X7","[E1, S2, X7, S2]"
pt,editar,"Q1.2, Q3","Q4, Z85, Q1.2, Q3","Q1.2, Q4, Q4.2, Q4.1, Q3","Q1.2, Q3","[Q1.2, Q3, Q4]"
pt,"tributário",I1.1,,,,"[I1.1, G1.1]"
pt,emprestar,"I1, A9","Z84, Z85, A9, P1","A9, I1","A9, I1","[A9, I1]"
pt,depósito,"M7, I1.1, N5","M2, N5, A9, M7, I1.1","M2, I1.1, Z84, Z85, N5, A9, M7",,"[A9, H1, I1.1, M7, M2, N5]"
pt,compelir,"A1.1.1, Z85, S7.1",,,,"[A1.1.1, S7.1]"
pt,apoiar,"S8, A2.2, A1.1.1","S8, A1.1.1, E1","A2.2, S8","S8, A2.2","[S8, A2.2, A9, A1.1.1]"
pt,entalhe,"C1, A6.3",O2,,,[C1]
pt,alimentado,"F1, A9, S8",F1,"F1, S8","F1, A3, B2, S8","[F1, A9, S8]"
pt,imparcialidade,"G2.2, Z84, A5.3",G2.2,"G2.2, E1, A5.3",,[G2.2]
pt,aumentar,"A2.1, A2.2, N5, A1.1.1, A9, X3.2","A2.2, Z85, A9, A1.1.1, X3.2, N5, A2.1, S1.1.1",,,"[N5, A2.1, A2.1, X3.2, A9, A1.1.1, A2.2, S1.1.1]"
pt,campeão,"S7.3, X9.2","X9.2, S7.3","S7.3, X9.2, K5.1, S7.1",X9.2,"[X9.2, S7.3, S2, S7.3, S2]"
pt,espumar,"O1.2, E3",,,,"[O1.2, E3]"
pt,reversível,"A2.1, B5, X6",A2.1,A2.1,,[A2.1]
pt,relação,"S3, A2.2, S3.2","S4, S3.2, S3, S3.1, N2, I3.1, A2.2, T1.2, A1.2","S3, S3.2, A2.2","S3, A2.2, S3.2, S4, S1.1.1","[A2.2, S1.1.1, S3, S3.2, S4]"
pt,escavação,"X2.4, A9, M2","A1.1.1, X2.4","A1.1.1, X2.4",,"[A1.1.1, X2.4]"
pt,surto,B2,"N5, B2, A6.3",,,"[N5, A2.1, B2]"
pt,bolsa,"B5, O2",,,,"[B5, O2, B5, I1]"
pt,toca,"A10, H4, H2",,,,"[A10, M7, H2, H4, L2]"
pt,ser,"A3, L2, L1","L2, L1, A3","Z5, L2, L1, A3","L1, L2, Z85, A3, Z5","[A3, Z5]"
pt,sócio,"S5, Z84, I2.1, S3.1","S5, I2.1, S3.1","I2.1, S5, S3.1","S3.1, S5, I2.1","[S3.1, S2, S5, S2, S3.1, I2.1]"
pt,progressão,"A2.1, N2, N4, M1",,,,"[A2.1, N4, M1, N2%]"
pt,configuração,"A5.2, Z84, Z85, X4.2, O4.1, O3, H1","X4.2, O4.1","A5.2, O4.1, X4.2","A5.2, O4.1","[A5.2, X4.2, O4.1]"
pt,emprego,"I3.1, A1.1.1","A1.1.1, I3.1","I3.1, Z84, A1.1.1, I2.1","I3.1, A1.1.1","[I3.1, A1.1.1]"
pt,objetivo,"X7, M6","S1.2, X7, M6",X7,"M6, Z85, S1.2, X7, A4.2","[X7, M6]"
pt,derrame,"B2, Z85, A2.1","B2, A2.1","Q3, B2, A2.1, M2","Z85, A2.1, B2, Z84","[B2, A2.1, A2.1]"
pt,reator,O2,,,,[O2]
pt,distinção,"A6.1, Z84, Z85, A5.1, O4.2, S7.2, A5","O4.2, A5.1, A5, A6.1","O4.2, A6.1, A5.1, A5",,"[A6.1, A5.1, S7.2, O4.2, A5]"
pt,contribuir,"S1.1.3, S8","S8, S1.1.3, A2.2","S8, A9, S1.1.3, A2.2","S8, S1.1.3","[A9, A2.2, S1.1.3, S8]"
pt,dar,"A9, Z84, Z85, A1.1.1, T1.3, A7","A9, A1.1.1","A1.1.1, A9, S8",,"[A9, A1.1.1]"
pt,aroma,"X3.5, O4.1","O4.1, X3.5",,,"[O4.1, X3.5]"
pt,encafifado,"E5, E1",E5,E5,,"[E5, X9.2]"
pt,falta,"S1.1.3, N5, A5.3, E2","S1.1.3, N5","N5, S1.1.3, A5.3",,"[A5.3, N5, S1.1.3]"
pt,acabado,"T2, A1.3, Z85, N5.1, X9.1",T2,"T2, N5.1, T4","T2, N5.1",[T2]
pt,propositalmente,X7,X7,,,[X7]
pt,sob,"S7.1, M6","M6, S7.1","S7.1, M6, Z5",,"[M6, S7.1, Z5]"
pt,prejuízo,"A1.1.2, I1.2, I1.1","I1.1, I1.2, A1.1.2","I1.2, I1.1, A1.1.2",,"[A1.1.2, I1.1, G2.1, I1.2]"
pt,acidental,"A1.4, N6","A1.4, N6",,,[K2]
pt,soberba,"S1.2.1, Z84, Z85, S1.2","S1.2, S1.2.3, S1.2.1","S1.2, S1.2.3, S1.2.1","S1.2, S1.2.1","[S1.2.3, S1.2.1, S1.2]"
pt,confluência,"W3, S5",S5,,,"[S5, W3, M4]"
pt,estreitar,"A1.1.1, M1, S3.1","A1.1.1, M1, S3.1, Z84","A1.1.1, S3.1","Z85, S3.1","[A1.1.1, M1, S3.1]"
pt,último,"X9.2, Z84, N4, A11.1, T2","A11.1, Z84, Z85, X9.2, T2, N4","N4, T2","N4, A11.1, X9.2","[N4, K5.1, N4, X9.2]"
pt,deterioração,"A1.1.2, B2, O4.2",,,,"[O4.2, A2.1, B2, A1.1.2]"
pt,jarro,"O2, Z84, K6, K5.1","O2, Z84",O2,"O2, C1",[O2]
pt,fantasiar,"X2.1, X7, X2.6, X4.1, X2.4","A5.2, Z84, Z85, B5, X2.1, X7, X2.6, A3","X2.1, B5, A5.2",X2.1,"[X2.6, X7, X2.1, B5, A5.2]"
pt,apoio,S8,"A1.1.1, O2, S8","O2, I1.1, A1.1.1, S8",,"[A1.1.1, S8]"
pt,esporear,A1.1.1,"Z85, A1.1.1",,,"[A1.1.1, A2.2]"
pt,opção,"X6, A6.3, A5.1","S1.2.4, Z84, Z85, X6, A6.3, A5.1","X6, A6.3","A6.3, X6, A5.1","[X6, A6.3]"
pt,minuto,T1.3,"T1.3, N3.2","T1.3, N3.2",,[T1.3]
pt,inconveniente,"Z85, O4.2","Z85, O4.2",E2,"O4.2, E2","[O4.2, E2]"
pt,ar,"O1.3, W1",O1.3,O1.3,,"[O1.3, A8, W1, Q4.3]"
pt,trouxa,"O2, S1.2","S1.2, O2",S1.2,,"[O2, S1.2]"
pt,avaliar,"X2.4, X6","X2.4, X6, I1.3","X6, X2.4, P1, I1.3","I1.3, Z84, X6, P1, X2.4","[X2.4, A5, P1, I1.3, X6]"
pt,apelo,"Q2.1, O4.2, Q2.2, G2.1","Q2.2, Z84, Q2.1, G2.1, O4.2",,,"[Q2.2, G2.1]"
pt,arte,"I3.1, X9.1, C1","C1, X9.1","I3.1, X9.1, C1","C1, X9.1, K4, Q4.1, K2, Q4.3, H5","[C1, I3.1, X9.1]"
pt,barrar,"S7.4, Z85, S8, A1.9, A9","A1.7, A1.9, A9, S8, S7.4",,,"[A9, A1.9, S7.4, A1.7, S8]"
pt,só,"G2.2, S1.2, S5, T1.3, N3.3, N5, A14",,,,"[A14, T3, T1.3, N3.3, S1.2, G2.2, Z5, S5]"
pt,condutor,"M3, I3.2, M2, A1.1.1","Z84, Z85, G2.1, A5.1, K2, O3, Q4.2","I3.2, O3, M2, S7.1, A1.1.1, K2, A15, M3","S7.1, M2, A1.1.1, O3, I3.2, O2, M3, K2","[A1.1.1, M2]"
pt,leve,"Z85, W2, B1, N3.5, M3","W2, E1, N3.5, X4.1, O4.6, F1, B1","W2, N3.5",,"[S1.2.4, W2, O3, W2, M3, O4.6, X4.1, E1]"
pt,vão,"S1.2.3, A1.5.2","A1.5.2, X9.2, H2","X9.2, A1.5.2","S1.2.3, X9.2, A1.5.2, E1, B1, S1.2.5, Q1.1, Z3, X6, M6","[N3.3, H2]"
pt,pupila,P1,B1,,,"[P1, S2, B1]"
pt,cartão,"Q1.2, Z85, I1",Q1.2,"Q1.2, I1","I1, Q1.2","[Q1.2, I1, O2, Q1.1]"
pt,lançar,"A1.1.1, K4, I2.2","K4, Z85, G3, A1.1.1, I2.2, G1.2, M5",,,"[G3, A1.1.1, I2.2, K4, G1.2, M5]"
pt,encafifar,"S1.2.1, E5, X9.2","X9.2, S1.2.1, E5","E5, S1.2.1, X9.2, S1.2.5",,"[E5, S1.2.1, X9.2]"
pt,flor,L3,L3,L3,L3,[L3]
pt,dever,"A7, Z84, Z85, T1.3, S6, T1.1.3, I1.2, S7.4","I1.2, S6","I1.2, S6","I1.2, S6, T1.1.3, A7","[S6, A7, I1.2, T1.1.3]"
pt,interação,"A1.1.1, S3, S1.1.2","S3, S1.1.2","S3, A2.2, A1.1.1, S1.1.2","S3, A1.1.1, S1.1.2, A2.2, Z84","[S1.1.2, A1.1.1, A2.2, S3]"
pt,finalizar,"T2, A1.1.1","T2, A1.1.1","T2, A1.1.1, A10, X9.2",,"[A1.1.1, A10, T2, X9.2]"
pt,lacônico,Q2.1,,,,[Q2.1]
pt,levemente,"N6, N3.5, Z84, E3","N6, N3.5, E3","E3, N3.5, N6",,"[N6, N3.5, E3]"
pt,afogar,A15,"A15, X9.2","A15, X9.2","A15, X9.2","[A15, X9.2]"
pt,invocar,Q2.1,"Q2.1, E2, Q1.1, A1.8",,,[Q2.1]
pt,basear,X2,X2,,,"[T2, X2]"
pt,conduzir,"A1.1.1, K2","A1.1.1, K2",A1.1.1,"A1.1.1, K2","[A1.1.1, S1.1.1, K2]"
pt,verificar,"X2.4, Q1.2","Q1.2, X2.4","X2.4, Q1.2",,"[X2.4, A5.3, Q1.2]"
pt,chato,"X5.2, S1.2, E2, A1.1.1, O4.2","X5.2, S1.2, O4.2, E3","E3, A1.1.1, O4.2, S1.2, X5.2",,"[E2, X5.2, S2, X5.2]"
pt,vencimento,"T1.3, I1.1, T2","I1.1, T1.3","I1.1, I3.1",T1.3,"[I1.1, I3.1, T1.3, F1]"
pt,mau,"S1.2.1, G2.2, O4.2, A5.1","A5.1, O4.2, S1.2.1, G2.2",,,[G2.2]
pt,divulgar,"Q4.3, Z84, Q2.2","Q4.3, Z84, Z85, Q2.2","Q4.3, Z84, Z85, Q2.2","Q2.2, Q4.3","[Q2.2, Q4.3]"
pt,fogueira,"O2, O4.6","O2, O4.6","O4.6, O2, W2","O4.6, F1, L1, K1, F4, A15, L3","[O2, O4.6]"
pt,"ávido","A9, X7","X7, A9, S1.2","X7, Z84, A9, S1.2, S1.2.2","A9, X7, S1.2","[A9, X7, S1.2]"
